,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1792,3584 16,18 48,22,48,237290,340310256,41204086,4333631432,89799300000000,21800008725
yxp_os,127,1024 16,18 48,44,26,38668800,144393716,246062714,3725804699,25690900000000,21501832314
xp_ws,127,1024 16,18 48,43,27,219287040,152035736,26666567,3788491016,25690900000000,21568093739
rs,793,2048 16,18 48,43,27,216675920,152035736,243310429,3788491016,51333400000000,21568093739
ykp_os,793,2048 16,18 48,43,27,14110560,152035736,247313402,3788491016,51333400000000,21568093739
