,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1792,3584 16,18 48,22,48,237290.625,340310256.0251138,41204086.36000001,4333631432.306637,89799300000000.0,21800008725.93012
yxp_os,127,1024 16,18 48,44,26,38668800.0,144393716.80070928,246062714.24,3725804699.127194,25690900000000.0,21501832314.78517
xp_ws,127,1024 16,18 48,43,27,219287040.0,152035736.00411427,26666567.06,3788491016.531293,25690900000000.0,21568093739.48405
rs,793,2048 16,18 48,43,27,216675920.625,152035736.00411427,243310429.49,3788491016.531293,51333400000000.0,21568093739.48405
ykp_os,793,2048 16,18 48,43,27,14110560.0,152035736.00411427,247313402.34,3788491016.531293,51333400000000.0,21568093739.48405
