,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1108,1024 16,15 48,51,19,176133990,167238868,293109491,3206911315,25690900000000,13616722775
yxp_os,964,896 16,18 48,44,26,28728677,144393716,246062714,3725804699,22485600000000,21501832314
xp_ws,109,256 16,18 48,43,27,162917563,152035736,26666567,3788491016,6459620000000,21568093739
rs,1135,1024 16,18 48,43,27,160977857,152035736,243310434,3788491016,25690900000000,21568093739
ykp_os,946,896 16,16 48,53,17,28301456,128784752,320243633,2883126180,22485600000000,16896663298
