,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,331,384 16,17 48,44,26,186491420,196857400,259803531,3281980876,9664790000000,19415078038
yxp_os,551,512 16,18 48,38,32,39369314,221302120,184496973,3851212275,12870000000000,21734227902
xp_ws,133,256 16,18 48,39,31,248153289,193528937,23436636,3854330360,6459620000000,21634835765
rs,1376,1024 16,17 48,44,26,381301678,173550134,226249635,3460765029,25690900000000,19348816613
ykp_os,1178,896 16,18 48,39,31,16131030,193528937,224050788,3854330360,22485600000000,21634835765
