,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,730,1024 16,7 48,27,26,20895231,169628597,789144,355592181,25690900000000,1158040628
yxp_os,615,896 24,7 40,47,6,37920713,2800997,7627587,62888184,33728200000000,1158040628
xp_ws,286,512 40,9 24,36,17,82802496,23232090,5033030,212396078,32174700000000,1930067714
rs,633,896 24,9 40,36,17,27678871,23232090,2950350,212396078,33728200000000,1930067714
ykp_os,615,896 24,7 40,48,5,12763863,2325131,5262012,62108466,33728200000000,1145977705
