latency,energy,area,power,DSE index,layers,"HW (pes, bw)",restraint
11098742.894,2649906.5300000003,102762000000000.0,807605000.0,0,63,1024 64,pass
882464.6435199999,16774.510000000002,6459620000000.0,50766490.0,1,10,256 16,pass
882464.6435199999,16774.510000000002,8074520000000.0,63457990.0,2,10,256 20,pass
882464.6435199999,16774.510000000002,9689420000000.0,76149500.0,3,10,256 24,pass
882464.6435199999,16774.510000000002,11304300000000.0,88841000.0,4,10,256 28,pass
882464.6435199999,16774.510000000002,12919200000000.0,101532900.0,5,10,256 32,pass
882464.6435199999,16774.510000000002,14534100000000.0,114224000.0,6,10,256 36,pass
882464.6435199999,16774.510000000002,16149000000000.0,126916000.0,7,10,256 40,pass
882464.6435199999,16774.510000000002,17763900000000.0,139607000.0,8,10,256 44,pass
882464.6435199999,16774.510000000002,19378800000000.0,152299000.0,9,10,256 48,pass
882464.6435199999,16774.510000000002,20993700000000.0,164990000.0,10,10,256 52,pass
882464.6435199999,16774.510000000002,22608600000000.0,177682000.0,11,10,256 56,pass
741594.9385599999,13566.48,6459620000000.0,50766488.88888889,12,9,256 16,pass
741594.9385599999,13566.48,8074520000000.0,63457988.88888889,13,9,256 20,pass
741594.9385599999,13566.48,9689420000000.0,76149500.0,14,9,256 24,pass
741594.9385599999,13566.48,11304300000000.0,88841000.0,15,9,256 28,pass
741594.9385599999,13566.48,12919200000000.0,101532888.8888889,16,9,256 32,pass
741594.9385599999,13566.48,14534100000000.0,114224000.0,17,9,256 36,pass
741594.9385599999,13566.48,16149000000000.0,126916000.0,18,9,256 40,pass
741594.9385599999,13566.48,17763900000000.0,139607000.0,19,9,256 44,pass
741594.9385599999,13566.48,19378800000000.0,152299000.0,20,9,256 48,pass
741594.9385599999,13566.48,20993700000000.0,164990000.0,21,9,256 52,pass
741594.9385599999,13566.48,22608600000000.0,177682000.0,22,9,256 56,pass
459855.52864,7150.11,6459620000000.0,50766483.333333336,23,6,256 16,pass
459855.52864,7150.11,8074520000000.0,63457983.333333336,24,6,256 20,pass
459855.52864,7150.11,9689420000000.0,76149500.0,25,6,256 24,pass
459855.52864,7150.11,11304300000000.0,88841000.0,26,6,256 28,pass
459855.52864,7150.11,12919200000000.0,101532833.33333331,27,6,256 32,pass
459855.52864,7150.11,14534100000000.0,114224000.0,28,6,256 36,pass
459855.52864,7150.11,16149000000000.0,126916000.0,29,6,256 40,pass
459855.52864,7150.11,17763900000000.0,139607000.0,30,6,256 44,pass
459855.52864,7150.11,19378800000000.0,152299000.0,31,6,256 48,pass
459855.52864,7150.11,20993700000000.0,164990000.0,32,6,256 52,pass
459855.52864,7150.11,22608600000000.0,177682000.0,33,6,256 56,pass
643768.7545599999,12501.69,6459620000000.0,50766487.5,34,8,256 16,pass
643768.7545599999,12501.69,8074520000000.0,63457987.5,35,8,256 20,pass
643768.7545599999,12501.69,9689420000000.0,76149500.0,36,8,256 24,pass
643768.7545599999,12501.69,11304300000000.0,88841000.0,37,8,256 28,pass
643768.7545599999,12501.69,12919200000000.0,101532875.0,38,8,256 32,pass
643768.7545599999,12501.69,14534100000000.0,114224000.0,39,8,256 36,pass
643768.7545599999,12501.69,16149000000000.0,126916000.0,40,8,256 40,pass
643768.7545599999,12501.69,17763900000000.0,139607000.0,41,8,256 44,pass
643768.7545599999,12501.69,19378800000000.0,152299000.0,42,8,256 48,pass
643768.7545599999,12501.69,20993700000000.0,164990000.0,43,8,256 52,pass
643768.7545599999,12501.69,22608600000000.0,177682000.0,44,8,256 56,pass
318985.82368,6281.87,6459620000000.0,50766480.0,45,5,256 16,fail
318985.82368,6281.87,8074520000000.0,63457980.0,46,5,256 20,fail
318985.82368,6281.87,9689420000000.0,76149500.0,47,5,256 24,fail
318985.82368,6281.87,11304300000000.0,88841000.0,48,5,256 28,fail
318985.82368,6281.87,12919200000000.0,101532800.0,49,5,256 32,fail
318985.82368,6281.87,14534100000000.0,114224000.0,50,5,256 36,fail
318985.82368,6281.87,16149000000000.0,126916000.0,51,5,256 40,fail
318985.82368,6281.87,17763900000000.0,139607000.0,52,5,256 44,fail
318985.82368,6281.87,19378800000000.0,152299000.0,53,5,256 48,fail
318985.82368,6281.87,20993700000000.0,164990000.0,54,5,256 52,fail
318985.82368,6281.87,22608600000000.0,177682000.0,55,5,256 56,fail
689565.9014399999,203340.668,6459620000000.0,50766427.777777776,56,18,256 16,pass
689565.9014399999,203340.668,8074520000000.0,63457927.777777776,57,18,256 20,pass
689565.9014399999,203340.668,9689420000000.0,76149500.0,58,18,256 24,pass
689565.9014399999,203340.668,11304300000000.0,88841000.0,59,18,256 28,pass
689565.9014399999,203340.668,12919200000000.0,101532277.77777778,60,18,256 32,pass
689565.9014399999,203340.668,14534100000000.0,114224000.0,61,18,256 36,pass
689565.9014399999,203340.668,16149000000000.0,126916000.0,62,18,256 40,pass
689565.9014399999,203340.668,17763900000000.0,139607000.0,63,18,256 44,pass
689565.9014399999,203340.668,19378800000000.0,152299000.0,64,18,256 48,pass
689565.9014399999,203340.668,20993700000000.0,164990000.0,65,18,256 52,pass
689565.9014399999,203340.668,22608600000000.0,177682000.0,66,18,256 56,pass
498986.00224,12707.45,6459620000000.0,50766485.71428572,67,7,256 16,fail
498986.00224,12707.45,8074520000000.0,63457985.71428572,68,7,256 20,fail
498986.00224,12707.45,9689420000000.0,76149500.0,69,7,256 24,fail
498986.00224,12707.45,11304300000000.0,88841000.0,70,7,256 28,fail
498986.00224,12707.45,12919200000000.0,101532857.14285716,71,7,256 32,fail
498986.00224,12707.45,14534100000000.0,114224000.0,72,7,256 36,fail
498986.00224,12707.45,16149000000000.0,126916000.0,73,7,256 40,fail
498986.00224,12707.45,17763900000000.0,139607000.0,74,7,256 44,fail
498986.00224,12707.45,19378800000000.0,152299000.0,75,7,256 48,fail
498986.00224,12707.45,20993700000000.0,164990000.0,76,7,256 52,fail
498986.00224,12707.45,22608600000000.0,177682000.0,77,7,256 56,fail
72463.84,1816.95,6459620000000.0,50766450.0,78,2,256 16,fail
72463.84,1816.95,8074520000000.0,63457950.0,79,2,256 20,fail
72463.84,1816.95,9689420000000.0,76149500.0,80,2,256 24,fail
72463.84,1816.95,11304300000000.0,88841000.0,81,2,256 28,fail
72463.84,1816.95,12919200000000.0,101532500.0,82,2,256 32,fail
72463.84,1816.95,14534100000000.0,114224000.0,83,2,256 36,fail
72463.84,1816.95,16149000000000.0,126916000.0,84,2,256 40,fail
72463.84,1816.95,17763900000000.0,139607000.0,85,2,256 44,fail
72463.84,1816.95,19378800000000.0,152299000.0,86,2,256 48,fail
72463.84,1816.95,20993700000000.0,164990000.0,87,2,256 52,fail
72463.84,1816.95,22608600000000.0,177682000.0,88,2,256 56,fail
2028.98752,185.59,6459620000000.0,50766400.0,89,1,256 16,fail
2028.98752,185.59,8074520000000.0,63457900.0,90,1,256 20,fail
2028.98752,185.59,9689420000000.0,76149500.0,91,1,256 24,fail
2028.98752,185.59,11304300000000.0,88841000.0,92,1,256 28,fail
2028.98752,185.59,12919200000000.0,101532000.0,93,1,256 32,fail
2028.98752,185.59,14534100000000.0,114224000.0,94,1,256 36,fail
2028.98752,185.59,16149000000000.0,126916000.0,95,1,256 40,fail
2028.98752,185.59,17763900000000.0,139607000.0,96,1,256 44,fail
2028.98752,185.59,19378800000000.0,152299000.0,97,1,256 48,fail
2028.98752,185.59,20993700000000.0,164990000.0,98,1,256 52,fail
2028.98752,185.59,22608600000000.0,177682000.0,99,1,256 56,fail
2028.98752,185.59,6459620000000.0,50766400.0,100,1,256 16,fail
2028.98752,185.59,8074520000000.0,63457900.0,101,1,256 20,fail
2028.98752,185.59,9689420000000.0,76149500.0,102,1,256 24,fail
2028.98752,185.59,11304300000000.0,88841000.0,103,1,256 28,fail
2028.98752,185.59,12919200000000.0,101532000.0,104,1,256 32,fail
2028.98752,185.59,14534100000000.0,114224000.0,105,1,256 36,fail
2028.98752,185.59,16149000000000.0,126916000.0,106,1,256 40,fail
2028.98752,185.59,17763900000000.0,139607000.0,107,1,256 44,fail
2028.98752,185.59,19378800000000.0,152299000.0,108,1,256 48,fail
2028.98752,185.59,20993700000000.0,164990000.0,109,1,256 52,fail
2028.98752,185.59,22608600000000.0,177682000.0,110,1,256 56,fail
2028.98752,185.59,6459620000000.0,50766400.0,111,1,256 16,fail
2028.98752,185.59,8074520000000.0,63457900.0,112,1,256 20,fail
2028.98752,185.59,9689420000000.0,76149500.0,113,1,256 24,fail
2028.98752,185.59,11304300000000.0,88841000.0,114,1,256 28,fail
2028.98752,185.59,12919200000000.0,101532000.0,115,1,256 32,fail
2028.98752,185.59,14534100000000.0,114224000.0,116,1,256 36,fail
2028.98752,185.59,16149000000000.0,126916000.0,117,1,256 40,fail
2028.98752,185.59,17763900000000.0,139607000.0,118,1,256 44,fail
2028.98752,185.59,19378800000000.0,152299000.0,119,1,256 48,fail
2028.98752,185.59,20993700000000.0,164990000.0,120,1,256 52,fail
2028.98752,185.59,22608600000000.0,177682000.0,121,1,256 56,fail
2028.98752,185.59,6459620000000.0,50766400.0,122,1,256 16,fail
2028.98752,185.59,8074520000000.0,63457900.0,123,1,256 20,fail
2028.98752,185.59,9689420000000.0,76149500.0,124,1,256 24,fail
2028.98752,185.59,11304300000000.0,88841000.0,125,1,256 28,fail
2028.98752,185.59,12919200000000.0,101532000.0,126,1,256 32,fail
2028.98752,185.59,14534100000000.0,114224000.0,127,1,256 36,fail
2028.98752,185.59,16149000000000.0,126916000.0,128,1,256 40,fail
2028.98752,185.59,17763900000000.0,139607000.0,129,1,256 44,fail
2028.98752,185.59,19378800000000.0,152299000.0,130,1,256 48,fail
2028.98752,185.59,20993700000000.0,164990000.0,131,1,256 52,fail
2028.98752,185.59,22608600000000.0,177682000.0,132,1,256 56,fail
2028.98752,185.59,6459620000000.0,50766400.0,133,1,256 16,fail
2028.98752,185.59,8074520000000.0,63457900.0,134,1,256 20,fail
2028.98752,185.59,9689420000000.0,76149500.0,135,1,256 24,fail
2028.98752,185.59,11304300000000.0,88841000.0,136,1,256 28,fail
2028.98752,185.59,12919200000000.0,101532000.0,137,1,256 32,fail
2028.98752,185.59,14534100000000.0,114224000.0,138,1,256 36,fail
2028.98752,185.59,16149000000000.0,126916000.0,139,1,256 40,fail
2028.98752,185.59,17763900000000.0,139607000.0,140,1,256 44,fail
2028.98752,185.59,19378800000000.0,152299000.0,141,1,256 48,fail
2028.98752,185.59,20993700000000.0,164990000.0,142,1,256 52,fail
2028.98752,185.59,22608600000000.0,177682000.0,143,1,256 56,fail
2028.98752,185.59,6459620000000.0,50766400.0,144,1,256 16,fail
2028.98752,185.59,8074520000000.0,63457900.0,145,1,256 20,fail
2028.98752,185.59,9689420000000.0,76149500.0,146,1,256 24,fail
