latency,area,power,energy
11626400.81362124,33130712.349437863,1.3570973627260356,2529065.1064882097
17188984.813621238,33130712.349437863,4.080497265968639,17741800.565152816
7198842.406810619,33130712.349437863,1.2930861312656805,1979322.1560816315
33095134.440862052,33130712.349437863,1.6133907541011836,9660223.174895342
20770893.61021491,33130712.349437863,11.336885860524852,70288753.81817904
2948877.902553728,33130712.349437863,1.3621611344846154,946613.1800997845
13376132.81362,33130712.349437863,3.479601951033728,10348675.543983433
29698956.813619997,99392137.04831359,41.995381475273966,363381574.40308917
3642080.902553727,33130712.349437863,2.722075747464497,2733241.82166161
758912.0,0.0,0.0,0.0
13376132.81362,33130712.349437863,3.479601951033728,10348675.543983433
7519339.20340501,99392137.04831359,41.995381475273966,92230636.8927646
1103744.3008512524,33130712.349437863,2.7229891554644974,776920.4447444759
3375393.2034050096,33130712.349437863,3.4815406417603554,2626187.6876772456
7426979.20340501,132522849.39775145,55.993841967031955,121170905.52861649
1103744.3008512524,33130712.349437863,2.7229891554644974,776920.4447444759
244608.0,0.0,0.0,0.0
3375393.2034050096,33130712.349437863,3.4815406417603554,2626187.6876772456
7426979.20340501,132522849.39775145,55.993841967031955,121170905.52861649
1103744.3008512524,33130712.349437863,2.7229891554644974,776920.4447444759
244608.0,0.0,0.0,0.0
3375393.2034050096,33130712.349437863,3.4815406417603554,2626187.6876772456
1880504.80085126,132522849.39775145,55.993841967031955,30756623.760596976
480920.15042563,33130712.349437863,2.9835944138029586,335172.05411604897
1032228.80085126,33130712.349437863,5.230806350427811,1330121.335429759
1857864.80085126,364437835.8438165,153.98306540933788,83365104.38468766
567368.40042563,33130712.349437863,4.472001799043196,660433.9941502623
119560.0,0.0,0.0,0.0
1032228.80085126,33130712.349437863,5.230806350427811,1330121.335429759
1857864.80085126,364437835.8438165,153.98306540933788,83365104.38468766
567368.40042563,33130712.349437863,4.472001799043196,660433.9941502623
98392.0,0.0,0.0,0.0
1032228.80085126,33130712.349437863,5.230806350427811,1330121.335429759
1857864.80085126,364437835.8438165,153.98306540933788,83365104.38468766
567368.40042563,33130712.349437863,4.472001799043196,660433.9941502623
110152.0,0.0,0.0,0.0
1032228.80085126,33130712.349437863,5.230806350427811,1330121.335429759
1857864.80085126,364437835.8438165,153.98306540933788,83365104.38468766
819398.6006384442,33130712.349437863,4.863036219095267,1007442.1409169177
1400904.80085126,33130712.349437863,8.733215149215976,3342099.1741076913
1857864.80085126,894529233.4348223,377.9584332774657,204623438.03514245
1082234.6006384443,33130712.349437863,8.100709313002959,2479755.9589235904
182280.0,0.0,0.0,0.0
1400904.80085126,33130712.349437863,8.733215149215976,3342099.1741076913
1857864.80085126,894529233.4348223,377.9584332774657,204623438.03514245
1082234.6006384443,33130712.349437863,8.100709313002959,2479755.9589235904
122304.0,0.0,0.0,0.0
1400904.80085126,33130712.349437863,8.733215149215976,3342099.1741076913
470446.20021281455,894529233.4348223,377.9584332774657,51943962.66127459
477626.20021281455,66261424.698875725,28.00079836496923,3917894.8377561583
477626.20021281455,66261424.698875725,28.00079836496923,3917894.8377561583
465026.20021281455,2286019152.1112127,965.8937739313012,130920157.85461059
477626.20021281455,66261424.698875725,28.00079836496923,3917894.8377561583
55860.0,0.0,0.0,0.0
477626.20021281455,66261424.698875725,28.00079836496923,3917894.8377561583
465026.20021281455,2286019152.1112127,965.8937739313012,130920157.85461059
477626.20021281455,66261424.698875725,28.00079836496923,3917894.8377561583
51450.0,0.0,0.0,0.0
477626.20021281455,66261424.698875725,28.00079836496923,3917894.8377561583
465026.20021281455,2286019152.1112127,965.8937739313012,130920157.85461059
477626.20021281455,99392137.04831359,42.00119754745385,5876842.256634237
477626.20021281455,132522849.39775145,56.00159672993846,7835789.675512317
23792.473473730908,16234049051.224552,6860.195599417461,19589474.18878079
235895064.69554204,29420072566.30082,12159.589269055636,2133347757.362454
0.0,66316.561,0.0127311465,0.0
