,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1056,1024 24,9 40,10,53,5813,220902112,4901,1740587283,38536000000000,22562015109
yxp_os,396,512 48,11 16,32,31,764081,98480668,936981,1429732910,38609600000000,24086027878
xp_ws,396,512 48,11 16,19,44,398531,186036202,31305,1476294158,38609600000000,24516727138
rs,1056,1024 24,9 40,10,53,2054,220902112,4901,1740587283,38536000000000,22562015109
ykp_os,904,896 28,11 36,42,21,852529,79707662,790474,1414976720,39349500000000,23721590042
