latency,area,power,energy,DSE index,layers,"HW (tiles, bw)",restraint
436181330.2720306,11954837505.81593,6455.3099141623225,2453594176.127878,0,72,24 64,pass
77952377.10922872,905199842.3068404,476.4478490399214,162512702.79595304,1,11,6 48,pass
79064510.92741072,905199842.3068404,476.4478490399214,162512702.79595304,2,11,6 44,pass
80399071.50922817,905199842.3068404,476.4478490399214,162512702.79595304,3,11,6 40,pass
82030201.10922872,905199842.3068404,476.4478490399214,162512702.79595304,4,11,6 36,pass
84069113.10922872,905199842.3068404,476.4478490399214,162512702.79595304,5,11,6 32,pass
86690571.39494288,905199842.3068404,476.4478490399214,162512702.79595304,6,11,6 28,pass
189438055.28002003,941388611.947154,493.601197477787,601907556.0847765,7,14,6 24,pass
194089370.480019,941388611.947154,493.601197477787,601907556.0847765,8,14,6 20,pass
201066343.28002003,941388611.947154,493.601197477787,601907556.0847765,9,14,6 16,pass
212694631.28002003,941388611.947154,493.601197477787,601907556.0847765,10,14,6 12,pass
235951207.28002003,941388611.947154,493.601197477787,601907556.0847765,11,14,6 8,pass
136111916.87746626,1242961692.2831008,652.5820541696422,483093566.95006335,12,10,7 48,pass
136382183.05928457,1242961692.2831008,652.5820541696422,483093566.95006335,13,10,7 44,pass
136706502.4774661,1242961692.2831008,652.5820541696422,483093566.95006335,14,10,7 40,pass
137102892.87746626,1242961692.2831008,652.5820541696422,483093566.95006335,15,10,7 36,pass
137598380.87746626,1242961692.2831008,652.5820541696422,483093566.95006335,16,10,7 32,pass
138235436.87746617,1242961692.2831008,652.5820541696422,483093566.95006335,17,10,7 28,pass
139084844.87746626,1242961692.2831008,652.5820541696422,483093566.95006335,18,10,7 24,pass
140274016.07746592,1242961692.2831008,652.5820541696422,483093566.95006335,19,10,7 20,pass
142057772.87746623,1242961692.2831008,652.5820541696422,483093566.95006335,20,10,7 16,pass
145030700.87746623,1242961692.2831008,652.5820541696422,483093566.95006335,21,10,7 12,pass
150976556.87746623,1242961692.2831008,652.5820541696422,483093566.95006335,22,10,7 8,pass
21531630.67687877,1544534772.6190476,839.8914650216487,293790357.4169955,23,7,8 48,pass
21983493.94960608,1544534772.6190476,839.8914650216487,293790357.4169955,24,7,8 44,pass
22525729.87687844,1544534772.6190476,839.8914650216487,293790357.4169955,25,7,8 40,pass
23188462.67687877,1544534772.6190476,839.8914650216487,293790357.4169955,26,7,8 36,pass
24016878.67687877,1544534772.6190476,839.8914650216487,293790357.4169955,27,7,8 32,pass
25081984.96259299,1544534772.6190476,839.8914650216487,293790357.4169955,28,7,8 28,pass
191189375.28853253,1604849388.686237,853.1515830763203,713068431.9834332,29,15,8 24,pass
194937522.4885316,1604849388.686237,853.1515830763203,713068431.9834332,30,15,8 20,pass
200559743.28853253,1604849388.686237,853.1515830763203,713068431.9834332,31,15,8 16,pass
209930111.28853253,1604849388.686237,853.1515830763203,713068431.9834332,32,15,8 12,pass
228670847.28853253,1604849388.686237,853.1515830763203,713068431.9834332,33,15,8 8,pass
180049821.1560475,2014988777.9431248,1079.9932347616564,755276925.2387462,34,18,9 48,pass
181161954.9742295,2014988777.9431248,1079.9932347616564,755276925.2387462,35,18,9 44,pass
182496515.55604696,2014988777.9431248,1079.9932347616564,755276925.2387462,36,18,9 40,pass
184127645.1560475,2014988777.9431248,1079.9932347616564,755276925.2387462,37,18,9 36,pass
186166557.15604752,2014988777.9431248,1079.9932347616564,755276925.2387462,38,18,9 32,pass
188788015.44176167,2014988777.9431248,1079.9932347616564,755276925.2387462,39,18,9 28,pass
291803258.5345002,2075303394.0103145,1092.725670941502,983482247.111882,40,22,9 24,pass
295882567.3344992,2075303394.0103145,1092.725670941502,983482247.111882,41,22,9 20,pass
302001530.5345002,2075303394.0103145,1092.725670941502,983482247.111882,42,22,9 16,pass
312199802.5345002,2075303394.0103145,1092.725670941502,983482247.111882,43,22,9 12,pass
332596346.5345002,2075303394.0103145,1092.725670941502,983482247.111882,44,22,9 8,pass
191254613.16456,2485442783.267202,1332.0827451462794,862198587.1823912,45,20,10 48,pass
192250429.8918329,2485442783.267202,1332.0827451462794,862198587.1823912,46,20,10 44,pass
193445409.9645596,2485442783.267202,1332.0827451462794,862198587.1823912,47,20,10 40,pass
194905941.16456,2485442783.267202,1332.0827451462794,862198587.1823912,48,20,10 36,pass
196731605.16456,2485442783.267202,1332.0827451462794,862198587.1823912,49,20,10 32,pass
199078887.4502741,2485442783.267202,1332.0827451462794,862198587.1823912,50,20,10 28,pass
126201660.05107756,2449254013.6268883,1319.8934002072565,729249156.5707384,51,17,10 24,pass
130852975.25107656,2449254013.6268883,1319.8934002072565,729249156.5707384,52,17,10 20,pass
137829948.05107757,2449254013.6268883,1319.8934002072565,729249156.5707384,53,17,10 16,pass
149458236.05107754,2449254013.6268883,1319.8934002072565,729249156.5707384,54,17,10 12,pass
172714812.05107754,2449254013.6268883,1319.8934002072565,729249156.5707384,55,17,10 8,pass
102625403.04362908,2955896788.591278,1595.4249893410918,432537061.50191087,56,13,11 48,pass
103867259.04362926,2955896788.591278,1595.4249893410918,432537061.50191087,57,13,11 44,pass
105357486.24362852,2955896788.591278,1595.4249893410918,432537061.50191087,58,13,11 40,pass
107178875.04362908,2955896788.591278,1595.4249893410918,432537061.50191087,59,13,11 36,pass
109455611.04362908,2955896788.591278,1595.4249893410918,432537061.50191087,60,13,11 32,pass
112382843.04362892,2955896788.591278,1595.4249893410918,432537061.50191087,61,13,11 28,pass
116285819.04362908,2955896788.591278,1595.4249893410918,432537061.50191087,62,13,11 24,pass
