latency,area,power,energy,DSE index,layers,"HW (tiles, bw)",restraint
436181330.2720306,11954837505.81593,6455.3099141623225,2453594176.127878,0,72,24 64,pass
177809767.28002,941388611.947154,493.601197477787,601907556.0847765,1,14,6 48,pass
178866884.37092924,941388611.947154,493.601197477787,601907556.0847765,2,14,6 44,pass
180135424.88001955,941388611.947154,493.601197477787,601907556.0847765,3,14,6 40,pass
181685863.28002,941388611.947154,493.601197477787,601907556.0847765,4,14,6 36,pass
183623911.28002,941388611.947154,493.601197477787,601907556.0847765,5,14,6 32,pass
186115687.28001985,941388611.947154,493.601197477787,601907556.0847765,6,14,6 28,pass
189438055.28002003,941388611.947154,493.601197477787,601907556.0847765,7,14,6 24,pass
194089370.480019,941388611.947154,493.601197477787,601907556.0847765,8,14,6 20,pass
201066343.28002003,941388611.947154,493.601197477787,601907556.0847765,9,14,6 16,pass
212694631.28002003,941388611.947154,493.601197477787,601907556.0847765,10,14,6 12,pass
235951207.28002003,941388611.947154,493.601197477787,601907556.0847765,11,14,6 8,pass
304452044.1447151,1315339231.563728,675.6670362868102,918131751.26586,12,22,7 48,pass
305563898.6901698,1315339231.563728,675.6670362868102,918131751.26586,13,22,7 44,pass
306898124.1447145,1315339231.563728,675.6670362868102,918131751.26586,14,22,7 40,pass
308528844.1447151,1315339231.563728,675.6670362868102,918131751.26586,15,22,7 36,pass
310567244.1447151,1315339231.563728,675.6670362868102,918131751.26586,16,22,7 32,pass
313188044.144715,1315339231.563728,675.6670362868102,918131751.26586,17,22,7 28,pass
316682444.1447151,1315339231.563728,675.6670362868102,918131751.26586,18,22,7 24,pass
321574604.144714,1315339231.563728,675.6670362868102,918131751.26586,19,22,7 20,pass
328912844.1447151,1315339231.563728,675.6670362868102,918131751.26586,20,22,7 16,pass
341143244.1447151,1315339231.563728,675.6670362868102,918131751.26586,21,22,7 12,pass
365604044.1447151,1315339231.563728,675.6670362868102,918131751.26586,22,22,7 8,pass
181819007.28853253,1604849388.686237,853.1515830763203,713068431.9834332,23,15,8 48,pass
182670858.9248964,1604849388.686237,853.1515830763203,713068431.9834332,24,15,8 44,pass
183693080.88853207,1604849388.686237,853.1515830763203,713068431.9834332,25,15,8 40,pass
184942463.28853253,1604849388.686237,853.1515830763203,713068431.9834332,26,15,8 36,pass
186504191.28853253,1604849388.686237,853.1515830763203,713068431.9834332,27,15,8 32,pass
188512127.2885324,1604849388.686237,853.1515830763203,713068431.9834332,28,15,8 28,pass
191189375.28853253,1604849388.686237,853.1515830763203,713068431.9834332,29,15,8 24,pass
194937522.4885316,1604849388.686237,853.1515830763203,713068431.9834332,30,15,8 20,pass
200559743.28853253,1604849388.686237,853.1515830763203,713068431.9834332,31,15,8 16,pass
209930111.28853253,1604849388.686237,853.1515830763203,713068431.9834332,32,15,8 12,pass
228670847.28853253,1604849388.686237,853.1515830763203,713068431.9834332,33,15,8 8,pass
141440621.4717203,2014988777.9431243,1076.2009647560917,433649632.8571745,34,10,9 48,pass
142162471.65353867,2014988777.9431243,1076.2009647560917,433649632.8571745,35,10,9 44,pass
143028691.8717198,2014988777.9431243,1076.2009647560917,433649632.8571745,36,10,9 40,pass
144087405.4717203,2014988777.9431243,1076.2009647560917,433649632.8571745,37,10,9 36,pass
145410797.4717203,2014988777.9431243,1076.2009647560917,433649632.8571745,38,10,9 32,pass
147112301.47172016,2014988777.9431243,1076.2009647560917,433649632.8571745,39,10,9 28,pass
149380973.4717203,2014988777.9431243,1076.2009647560917,433649632.8571745,40,10,9 24,pass
152557114.2717193,2014988777.9431243,1076.2009647560917,433649632.8571745,41,10,9 20,pass
157321325.4717203,2014988777.9431243,1076.2009647560917,433649632.8571745,42,10,9 16,pass
165261677.4717203,2014988777.9431243,1076.2009647560917,433649632.8571745,43,10,9 12,pass
181142381.4717203,2014988777.9431243,1076.2009647560917,433649632.8571745,44,10,9 8,pass
173073100.67938155,2473379860.0537634,1329.2527011168338,607175113.2292022,45,14,10 48,pass
174184955.2248363,2473379860.0537634,1329.2527011168338,607175113.2292022,46,14,10 44,pass
175519180.67938104,2473379860.0537634,1329.2527011168338,607175113.2292022,47,14,10 40,pass
177149900.67938155,2473379860.0537634,1329.2527011168338,607175113.2292022,48,14,10 36,pass
179188300.67938155,2473379860.0537634,1329.2527011168338,607175113.2292022,49,14,10 32,pass
181809100.67938143,2473379860.0537634,1329.2527011168338,607175113.2292022,50,14,10 28,pass
185303500.67938155,2473379860.0537634,1329.2527011168338,607175113.2292022,51,14,10 24,pass
190195660.67938045,2473379860.0537634,1329.2527011168338,607175113.2292022,52,14,10 20,pass
197533900.6793816,2473379860.0537634,1329.2527011168338,607175113.2292022,53,14,10 16,pass
209764300.6793816,2473379860.0537634,1329.2527011168338,607175113.2292022,54,14,10 12,pass
234225100.6793816,2473379860.0537634,1329.2527011168338,607175113.2292022,55,14,10 8,pass
245635573.5142828,3028274327.8719053,1614.7487205043217,895886769.3265951,56,19,11 48,pass
246747428.0597376,3028274327.8719053,1614.7487205043217,895886769.3265951,57,19,11 44,pass
248081653.5142823,3028274327.8719053,1614.7487205043217,895886769.3265951,58,19,11 40,pass
249712373.5142828,3028274327.8719053,1614.7487205043217,895886769.3265951,59,19,11 36,pass
251750773.5142828,3028274327.8719053,1614.7487205043217,895886769.3265951,60,19,11 32,pass
254371573.5142827,3028274327.8719053,1614.7487205043217,895886769.3265951,61,19,11 28,pass
257865973.5142828,3028274327.8719053,1614.7487205043217,895886769.3265951,62,19,11 24,pass
