,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,0,4096 64,26 64,19,19,8834880,13355539,28227461,24281156,410461000000000,2560940583
yxp_os,540,2048 48,13 16,9,10,42607200,948671,30136789,10555918,153996000000000,2183949330
xp_ws,792,2048 48,9 16,8,11,146408880,2712576,14487376,15708147,153996000000000,1039975871
rs,819,2048 48,12 16,7,12,53984400,2785128,10892442,16574914,153996000000000,1871956568
ykp_os,1921,3584 28,9 36,8,11,9154395,2695296,12452645,15708147,157144000000000,1039975871
