,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,928,3584 16,9 48,3,16,15480.0,13287270.342824249,830516.5,22764313.683331,89799300000000.0,1104974363.564438
yxp_os,496,2048 16,9 48,17,2,137962080.0,184735.04905342543,50543374.0,2911108.5167614887,51333400000000.0,955477832.0233668
xp_ws,28,1024 16,9 48,8,11,146408880.0,2691840.784854808,14487376.5,15708147.032644074,25690900000000.0,1039975871.5900592
rs,1,1024 16,6 48,16,3,235109520.0,492166.7267390836,29253774.4,6133138.226963219,25690900000000.0,376991253.4513965
ykp_os,406,1536 16,9 48,6,13,7334865.0,9124048.41268014,8163549.1,20291240.91375849,38512000000000.0,1072475117.5772486
