,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,928,3584 16,9 48,3,16,15480,13287270,830516,22764313,89799300000000,1104974363
yxp_os,496,2048 16,9 48,17,2,137962080,184735,50543374,2911108,51333400000000,955477832
xp_ws,28,1024 16,9 48,8,11,146408880,2691840,14487376,15708147,25690900000000,1039975871
rs,1,1024 16,6 48,16,3,235109520,492166,29253774,6133138,25690900000000,376991253
ykp_os,406,1536 16,9 48,6,13,7334865,9124048,8163549,20291240,38512000000000,1072475117
