,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1092,1024 24,13 40,2,17,85141,13327489,673006,23631081,38536000000000,1936955060
yxp_os,1092,1024 24,13 40,9,10,33159940,871257,30167466,10555918,38536000000000,2183949330
xp_ws,1092,1024 24,13 40,5,14,40623298,5898724,7383155,21305964,38536000000000,1910955664
rs,1083,1024 24,12 40,7,12,40107280,2730523,10892442,16574914,38536000000000,1871956568
ykp_os,1092,1024 24,13 40,3,16,1223402,11552578,809179,23447819,38536000000000,1930455211
