,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,919,3584 16,8 48,3,13,15480.0,12487842.57103085,830516.5,18057590.03668901,89799300000000.0,825480848.0746095
yxp_os,496,2048 16,9 48,14,2,103678560.0,183201.04905342543,39189234.0,2911108.5167614887,51333400000000.0,955477832.0233668
xp_ws,19,1024 16,8 48,8,8,146408880.0,1892413.0130614105,14487376.5,11001423.38600208,25690900000000.0,760482356.1002308
rs,1,1024 16,6 48,14,2,197508240.0,341967.15115938906,24759149.4,4088797.121070704,25690900000000.0,253494118.70007697
ykp_os,397,1536 16,8 48,6,10,7334865.0,8324620.64088674,8163549.1,15584517.267116494,38512000000000.0,792981602.0874202
