,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1332,1024 16,13 48,1,15,105433,12536941,603751,19141049,25690900000000,1865456719
yxp_os,285,384 52,12 12,4,12,23175077,10856146,2408365,18151149,31410400000000,1819957775
xp_ws,1322,1024 20,12 44,2,14,14758289,10765661,380418,18957787,32113400000000,1858956870
rs,1322,1024 20,12 44,2,14,14328028,10765661,692385,18957787,32113400000000,1858956870
ykp_os,1322,1024 20,12 44,2,14,1043403,10765661,722502,18957787,32113400000000,1858956870
