,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,0,4096 64,26 64,16,16,7161960,12553133,22404063,19574433,410461000000000,2281447068
yxp_os,531,2048 48,12 16,9,7,43713120,714412,25985119,7488247,153996000000000,1813457926
xp_ws,783,2048 48,8 16,8,8,146408880,1909309,14487376,11001423,153996000000000,760482356
rs,819,2048 48,12 16,7,9,53984400,1977254,10892442,11868190,153996000000000,1592463053
ykp_os,1912,3584 28,8 36,8,8,9154395,1895229,12452645,11001423,157144000000000,760482356
