,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,419,512 16,6 48,10,53,126424,211751517,17648,1150559465,12870000000000,19315271616
yxp_os,1267,1024 20,7 44,32,31,1097159,102336098,868959,1252204312,32113400000000,19911624438
xp_ws,1311,1024 20,11 44,7,56,362722,208848172,14338,1660766167,32113400000000,25278799839
rs,425,512 40,6 24,10,53,16526,212350359,17648,1150559465,32174700000000,19315271616
ykp_os,1256,1024 20,6 44,40,23,1192591,130356054,618957,1064205432,32113400000000,18785180218
