,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1261,3584 16,8 48,12,51,4569,220328501,48897,1669053846,89799300000000,5433436825
yxp_os,0,4096 64,38 64,63,63,9189750,222923942,2649906,2133347757,410461000000000,29420072566
xp_ws,0,4096 64,38 64,63,63,41378190,222923942,2897883,2133347757,410461000000000,29420072566
rs,0,4096 64,38 64,63,63,40427085,222923942,1523618,2133347757,410461000000000,29420072566
ykp_os,0,4096 64,38 64,63,63,3932808,222923942,1587137,2133347757,410461000000000,29420072566
