,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,0,4096 64,30 64,63,63,833175,222806636,324990,2133347757,410461000000000,29420072566
yxp_os,711,2048 48,11 16,33,30,1228710,86854267,984354,1427203845,153996000000000,24052897165
xp_ws,666,2048 48,6 16,26,37,1281390,140424590,129109,695220517,153996000000000,18718852477
rs,648,2048 48,4 16,35,28,2391885,86698428,264350,116768131,153996000000000,17493016120
ykp_os,711,2048 48,11 16,42,21,1325928,79726222,789410,1414976720,153996000000000,23721590042
