,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1137,1024 24,18 40,38,32,8055676,294087524,12207882,1972464681,38536000000000,7756459626
yxp_os,985,896 28,20 36,50,20,65084400,40058913,26780993,1240225142,39349500000000,9674464417
xp_ws,477,512 48,20 16,51,19,378025200,32539574,23351393,1134704510,38609600000000,9553835185
rs,1155,1024 24,20 40,51,19,127224222,32539574,19313863,1134704510,38536000000000,9553835185
ykp_os,985,896 28,20 36,51,19,23971800,32539574,21534392,1134704510,39349500000000,9553835185
