DSE index,layers,latency,area,power,energy,"HW (tiles, bw)",restraint
0,29,124913559.75030164,1411362015.972231,729.0602795176018,216503309.2198608,11 64,pass
1,5,74669583.25448248,72377539.28062724,12.328911130178696,37962956.92420431,1 48,pass
2,5,74673004.34539156,72377539.28062724,12.328911130178696,37962956.92420431,1 44,pass
3,5,74677109.65448248,72377539.28062724,12.328911130178696,37962956.92420431,1 40,pass
4,5,74682127.25448248,72377539.28062724,12.328911130178696,37962956.92420431,1 36,pass
5,5,74688399.25448248,72377539.28062724,12.328911130178696,37962956.92420431,1 32,pass
6,5,74696463.25448246,72377539.28062724,12.328911130178696,37962956.92420431,1 28,pass
7,5,74707215.25448248,72377539.28062724,12.328911130178696,37962956.92420431,1 24,pass
8,5,74722268.05448246,72377539.28062724,12.328911130178696,37962956.92420431,1 20,pass
9,5,74744847.25448248,72377539.28062724,12.328911130178696,37962956.92420431,1 16,pass
10,8,96950520.8646975,144755078.56125447,51.69056672072663,100631448.54937863,2 48,pass
11,8,96953941.95560658,144755078.56125447,51.69056672072663,100631448.54937863,2 44,pass
12,8,96958047.2646975,144755078.56125447,51.69056672072663,100631448.54937863,2 40,pass
13,8,96963064.8646975,144755078.56125447,51.69056672072663,100631448.54937863,2 36,pass
14,8,96969336.8646975,144755078.56125447,51.69056672072663,100631448.54937863,2 32,pass
15,8,96977400.86469749,144755078.56125447,51.69056672072663,100631448.54937863,2 28,pass
16,8,96988152.8646975,144755078.56125447,51.69056672072663,100631448.54937863,2 24,pass
17,8,97003205.66469748,144755078.56125447,51.69056672072663,100631448.54937863,2 20,pass
18,8,97025784.8646975,144755078.56125447,51.69056672072663,100631448.54937863,2 16,pass
19,10,100666250.4664,265384310.6956332,117.29332603830652,126756340.66760089,3 48,pass
20,10,100669671.55730908,265384310.6956332,117.29332603830652,126756340.66760089,3 44,pass
21,10,100673776.86640002,265384310.6956332,117.29332603830652,126756340.66760089,3 40,pass
22,10,100678794.4664,265384310.6956332,117.29332603830652,126756340.66760089,3 36,pass
23,10,100685066.4664,265384310.6956332,117.29332603830652,126756340.66760089,3 32,pass
24,10,100693130.4664,265384310.6956332,117.29332603830652,126756340.66760089,3 28,pass
25,10,100703882.4664,265384310.6956332,117.29332603830652,126756340.66760089,3 24,pass
26,10,100718935.2664,265384310.6956332,117.29332603830652,126756340.66760089,3 20,pass
27,10,100741514.4664,265384310.6956332,117.29332603830652,126756340.66760089,3 16,pass
28,11,102524115.26725128,325698926.76282257,150.09470569709646,139818786.726712,4 48,pass
29,11,102527536.35816036,325698926.76282257,150.09470569709646,139818786.726712,4 44,pass
30,11,102531641.66725127,325698926.76282257,150.09470569709646,139818786.726712,4 40,pass
31,11,102536659.26725128,325698926.76282257,150.09470569709646,139818786.726712,4 36,pass
32,11,102542931.26725128,325698926.76282257,150.09470569709646,139818786.726712,4 32,pass
33,11,102550995.26725124,325698926.76282257,150.09470569709646,139818786.726712,4 28,pass
34,11,102561747.26725128,325698926.76282257,150.09470569709646,139818786.726712,4 24,pass
35,11,102576800.06725124,325698926.76282257,150.09470569709646,139818786.726712,4 20,pass
36,11,102599379.26725128,325698926.76282257,150.09470569709646,139818786.726712,4 16,pass
37,12,102989141.46746407,554894467.8181422,274.73994840049824,152240480.0602139,5 48,pass
38,12,102992562.55837315,554894467.8181422,274.73994840049824,152240480.0602139,5 44,pass
39,12,102996667.8674641,554894467.8181422,274.73994840049824,152240480.0602139,5 40,pass
40,12,103001685.46746407,554894467.8181422,274.73994840049824,152240480.0602139,5 36,pass
41,12,103007957.46746407,554894467.8181422,274.73994840049824,152240480.0602139,5 32,pass
42,12,103016021.46746407,554894467.8181422,274.73994840049824,152240480.0602139,5 28,pass
43,12,103026773.46746407,554894467.8181422,274.73994840049824,152240480.0602139,5 24,pass
44,12,103041826.26746409,554894467.8181422,274.73994840049824,152240480.0602139,5 20,pass
45,12,103064405.46746407,554894467.8181422,274.73994840049824,152240480.0602139,5 16,pass
46,13,103454167.66767693,784090008.8734617,399.3851911039,164662173.3937158,6 48,pass
47,13,103457588.758586,784090008.8734617,399.3851911039,164662173.3937158,6 44,pass
48,13,103461694.06767692,784090008.8734617,399.3851911039,164662173.3937158,6 40,pass
49,13,103466711.66767693,784090008.8734617,399.3851911039,164662173.3937158,6 36,pass
50,13,103472983.66767693,784090008.8734617,399.3851911039,164662173.3937158,6 32,pass
51,13,103481047.6676769,784090008.8734617,399.3851911039,164662173.3937158,6 28,pass
52,13,103491799.66767693,784090008.8734617,399.3851911039,164662173.3937158,6 24,pass
53,13,103506852.4676769,784090008.8734617,399.3851911039,164662173.3937158,6 20,pass
54,13,103529431.66767693,784090008.8734617,399.3851911039,164662173.3937158,6 16,pass
55,19,119237968.07661508,1230418167.7706628,637.1998987649858,209847766.6328293,7 48,fail
56,19,119241389.16752416,1230418167.7706628,637.1998987649858,209847766.6328293,7 44,fail
57,19,119245494.47661509,1230418167.7706628,637.1998987649858,209847766.6328293,7 40,fail
58,19,119250512.07661508,1230418167.7706628,637.1998987649858,209847766.6328293,7 36,fail
59,19,119256784.07661508,1230418167.7706628,637.1998987649858,209847766.6328293,7 32,fail
60,19,119264848.07661508,1230418167.7706628,637.1998987649858,209847766.6328293,7 28,fail
61,19,119275600.07661508,1230418167.7706628,637.1998987649858,209847766.6328293,7 24,fail
62,19,119290652.87661506,1230418167.7706628,637.1998987649858,209847766.6328293,7 20,fail
63,19,119313232.07661508,1230418167.7706628,637.1998987649858,209847766.6328293,7 16,fail
