,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,0,4096 64,11 64,29,29,2159456,124913559,1743800,216503309,410461000000000,1411362015
yxp_os,306,2048 48,6 16,25,4,27901440,1870944,4435393,38044798,153996000000000,699649546
xp_ws,594,2048 48,6 16,23,6,88450560,6968673,3650064,76452418,153996000000000,868530471
rs,594,2048 48,6 16,23,6,29596098,6968673,2125721,76452418,153996000000000,868530471
ykp_os,594,2048 48,6 16,23,6,5579040,6968673,2401178,76452418,153996000000000,868530471
