,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,570,1024 24,5 40,17,12,2850794,102996667,631045,152240480,38536000000000,554894467
yxp_os,490,896 28,6 36,25,4,20729153,1870944,4435393,38044798,39349500000000,699649546
xp_ws,234,512 48,7 16,16,13,19291292,33951512,1935433,168155088,38609600000000,1254544014
rs,490,896 28,6 36,23,6,21988186,6968673,2125721,76452418,39349500000000,868530471
ykp_os,490,896 28,6 36,23,6,4263655,6968673,2405470,76452418,39349500000000,868530471
