,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1288,3584 16,4 48,45,28,71467,54377955,455269,104152038,89799300000000,977707737
yxp_os,0,4096 64,29 64,73,73,16041817,77221071,2497322,119212211,410461000000000,8310515772
xp_ws,28,1024 16,4 48,59,14,23620777,16465742,1397298,86072085,25690900000000,715821736
rs,10,1024 16,2 48,72,1,35283847,477626,1429681,2111223,25690900000000,34918133
ykp_os,532,2048 16,4 48,59,14,1641228,16465742,1181115,86072085,51333400000000,715821736
