,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,0,1024 64,23 64,73,73,1363875,77048419,746672,119212211,102762000000000,8310515772
yxp_os,0,1024 64,23 64,73,73,16041817,77048419,2497322,119212211,102762000000000,8310515772
xp_ws,0,1024 64,23 64,73,73,70563367,77048419,2204619,119212211,102762000000000,8310515772
rs,0,1024 64,23 64,73,73,38401927,77048419,1487761,119212211,102762000000000,8310515772
ykp_os,0,1024 64,23 64,73,73,4775767,77048419,1600210,119212211,102762000000000,8310515772
