,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,0,4096 64,18 64,53,53,2815813,197156590,2986494,444698396,410461000000000,2472899258
yxp_os,648,2048 48,9 16,34,19,18624000,54355421,4680042,216079328,153996000000000,2026571099
xp_ws,648,2048 48,9 16,36,17,111452160,23232090,5033030,212396078,153996000000000,1930067714
rs,648,2048 48,9 16,36,17,37255760,23232090,2950350,212396078,153996000000000,1930067714
ykp_os,648,2048 48,9 16,36,17,7067040,23232090,3355625,212396078,153996000000000,1930067714
