,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,757,3584 16,6 48,26,27,300658.125,180250889.7081114,654013.364,353500915.06545776,89799300000000.0,952970933.8615916
yxp_os,46,1024 16,7 48,47,6,51041280.0,2800997.201276887,7627587.907000001,62888184.68898554,25690900000000.0,1158040628.4900358
xp_ws,46,1024 16,7 48,48,5,270704640.0,2325131.001064073,7818236.069,62108466.66750954,25690900000000.0,1145977705.276598
rs,46,1024 16,7 48,48,5,90339920.625,2325131.001064073,4596456.894,62108466.66750954,25690900000000.0,1145977705.276598
ykp_os,622,2048 16,7 48,48,5,17020320.0,2325131.001064073,5257719.797,62108466.66750954,51333400000000.0,1145977705.276598
