DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA EDP,RRAM EDP,DLA area,RRAM area,restraint
293,1536 32,5 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
294,1536 36,5 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
295,1536 40,5 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
296,1536 44,5 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
297,1536 48,5 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
298,1536 16,6 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
299,1536 20,6 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
300,1536 24,6 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
301,1536 28,6 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
302,1536 32,6 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
303,1536 36,6 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
304,1536 40,6 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
305,1536 44,6 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
306,1536 48,6 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
307,1536 16,7 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
308,1536 20,7 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
309,1536 24,7 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
310,1536 28,7 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
311,1536 32,7 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
312,1536 36,7 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
313,1536 40,7 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
314,1536 44,7 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
315,1536 48,7 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
316,1536 16,8 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
317,1536 20,8 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
318,1536 24,8 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
319,1536 28,8 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
320,1536 32,8 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
321,1536 36,8 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
322,1536 40,8 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
323,1536 44,8 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
324,1536 48,8 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
325,1536 16,9 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
326,1536 20,9 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
327,1536 24,9 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
328,1536 28,9 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
329,1536 32,9 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
330,1536 36,9 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
331,1536 40,9 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
332,1536 44,9 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
333,1536 48,9 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
334,1536 16,10 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
335,1536 20,10 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
336,1536 24,10 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
337,1536 28,10 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
338,1536 32,10 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
339,1536 36,10 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
340,1536 40,10 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
341,1536 44,10 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
342,1536 48,10 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
343,1536 16,11 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
344,1536 20,11 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
345,1536 24,11 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
346,1536 28,11 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
347,1536 32,11 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
348,1536 36,11 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
349,1536 40,11 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
350,1536 44,11 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
351,1536 48,11 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
352,1536 16,12 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
353,1536 20,12 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
354,1536 24,12 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
355,1536 28,12 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
356,1536 32,12 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
357,1536 36,12 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
358,1536 40,12 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
359,1536 44,12 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
360,1536 48,12 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
361,1536 16,13 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
362,1536 20,13 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
363,1536 24,13 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
364,1536 28,13 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
365,1536 32,13 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
366,1536 36,13 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
367,1536 40,13 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
368,1536 44,13 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
369,1536 48,13 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
370,1536 16,14 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
371,1536 20,14 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
372,1536 24,14 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
373,1536 28,14 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
374,1536 32,14 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
375,1536 36,14 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
376,1536 40,14 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
377,1536 44,14 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
378,1536 48,14 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
379,1536 16,15 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
380,1536 20,15 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
381,1536 24,15 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
382,1536 28,15 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
383,1536 32,15 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
384,1536 36,15 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
385,1536 40,15 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
386,1536 44,15 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
387,1536 48,15 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
388,1536 16,16 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
389,1536 20,16 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
390,1536 24,16 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
391,1536 28,16 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
392,1536 32,16 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
393,1536 36,16 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
394,1536 40,16 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
395,1536 44,16 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
396,1536 48,16 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
397,1536 16,17 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
398,1536 20,17 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
399,1536 24,17 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
400,1536 28,17 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
401,1536 32,17 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
402,1536 36,17 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
403,1536 40,17 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
404,1536 44,17 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
405,1536 48,17 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
406,1536 16,18 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
407,1536 20,18 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
408,1536 24,18 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
409,1536 28,18 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
410,1536 32,18 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
411,1536 36,18 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
412,1536 40,18 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
413,1536 44,18 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
414,1536 48,18 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
415,1536 16,19 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
416,1536 20,19 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
417,1536 24,19 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
418,1536 28,19 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
419,1536 32,19 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
420,1536 36,19 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
421,1536 40,19 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
422,1536 44,19 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
423,1536 48,19 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
424,1536 16,20 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
425,1536 20,20 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
426,1536 24,20 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
427,1536 28,20 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
428,1536 32,20 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
429,1536 36,20 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
430,1536 40,20 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
431,1536 44,20 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
432,1536 48,20 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
433,1536 16,21 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
434,1536 20,21 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
435,1536 24,21 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
436,1536 28,21 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
437,1536 32,21 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
438,1536 36,21 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
439,1536 40,21 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
440,1536 44,21 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
441,1536 48,21 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
442,1536 16,22 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
443,1536 20,22 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
444,1536 24,22 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
445,1536 28,22 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
446,1536 32,22 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
447,1536 36,22 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
448,1536 40,22 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
449,1536 44,22 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
450,1536 48,22 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
451,1536 16,23 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
452,1536 20,23 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
453,1536 24,23 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
454,1536 28,23 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
455,1536 32,23 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
456,1536 36,23 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
457,1536 40,23 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
458,1536 44,23 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
459,1536 48,23 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
460,1536 16,24 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
461,1536 20,24 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
462,1536 24,24 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
463,1536 28,24 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
464,1536 32,24 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
465,1536 36,24 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
466,1536 40,24 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
467,1536 44,24 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
468,1536 48,24 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
469,1536 16,25 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
470,1536 20,25 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
471,1536 24,25 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
472,1536 28,25 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
473,1536 32,25 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
474,1536 36,25 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
475,1536 40,25 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
476,1536 44,25 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
477,1536 48,25 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
478,1536 16,26 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
479,1536 20,26 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
480,1536 24,26 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
481,1536 28,26 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
482,1536 32,26 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
483,1536 36,26 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
484,1536 40,26 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
485,1536 44,26 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
486,1536 48,26 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
487,1536 16,27 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
488,1536 20,27 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
489,1536 24,27 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
490,1536 28,27 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
491,1536 32,27 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
492,1536 36,27 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
493,1536 40,27 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
494,1536 44,27 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
495,1536 48,27 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
496,1536 16,28 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
497,1536 20,28 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
498,1536 24,28 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
499,1536 28,28 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
500,1536 32,28 32,0,73,0.0,9313111741702516.0,77022800000000.0,8310515772.732429,fail
501,1536 36,28 28,0,73,0.0,9343802329500300.0,86650500000000.0,8310515772.732429,fail
502,1536 40,28 24,0,73,0.0,9384723113230674.0,96278200000000.0,8310515772.732429,fail
503,1536 44,28 20,0,73,0.0,9442012210453202.0,105906000000000.0,8310515772.732429,fail
504,1536 48,28 16,0,73,0.0,9527945856286992.0,115534000000000.0,8310515772.732429,fail
505,2048 16,1 48,73,0,7623971599612.395,0.0,51333400000000.0,0.0,pass
506,2048 20,1 44,73,0,7623971599612.395,0.0,64166200000000.0,0.0,pass
507,2048 24,1 40,73,0,7623971599612.395,0.0,76999100000000.0,0.0,pass
508,2048 28,1 36,73,0,7623971599612.395,0.0,89831900000000.0,0.0,pass
509,2048 32,1 32,73,0,7623971599612.395,0.0,102665000000000.0,0.0,pass
510,2048 36,1 28,73,0,7623971599612.395,0.0,115498000000000.0,0.0,pass
511,2048 40,1 24,73,0,7623971599612.395,0.0,128330000000000.0,0.0,pass
512,2048 44,1 20,73,0,7623971599612.395,0.0,141163000000000.0,0.0,pass
513,2048 48,1 16,73,0,7623971599612.395,0.0,153996000000000.0,0.0,pass
514,2048 16,2 48,72,1,6865628066963.818,2444482325572.2495,51333400000000.0,87295333.74718937,pass
515,2048 20,2 44,72,1,6865628066963.818,2444482325572.2495,64166200000000.0,87295333.74718937,pass
516,2048 24,2 40,72,1,6865628066963.818,2444482325572.2495,76999100000000.0,87295333.74718937,pass
517,2048 28,2 36,72,1,6865628066963.818,2444482325572.2495,89831900000000.0,87295333.74718937,pass
518,2048 32,2 32,72,1,6865628066963.818,2444482325572.2495,102665000000000.0,87295333.74718937,pass
519,2048 36,2 28,72,1,6865628066963.818,2444482325572.2495,115498000000000.0,87295333.74718937,pass
520,2048 40,2 24,72,1,6865628066963.818,2444482325572.2495,128330000000000.0,87295333.74718937,pass
521,2048 44,2 20,72,1,6865628066963.818,2444482325572.2495,141163000000000.0,87295333.74718937,pass
522,2048 48,2 16,72,1,6865628066963.818,2444482325572.2495,153996000000000.0,87295333.74718937,pass
523,2048 16,3 48,68,5,4777643243539.335,101361861090513.8,51333400000000.0,384099468.4876332,pass
524,2048 20,3 44,68,5,4777643243539.335,101361861090513.8,64166200000000.0,384099468.4876332,pass
525,2048 24,3 40,68,5,4777643243539.335,101361861090513.8,76999100000000.0,384099468.4876332,pass
526,2048 28,3 36,68,5,4777643243539.335,101361861090513.8,89831900000000.0,384099468.4876332,pass
527,2048 32,3 32,68,5,4777643243539.335,101361861090513.8,102665000000000.0,384099468.4876332,pass
528,2048 36,3 28,68,5,4777643243539.335,101361861090513.8,115498000000000.0,384099468.4876332,pass
529,2048 40,3 24,68,5,4777643243539.335,101361861090513.8,128330000000000.0,384099468.4876332,pass
530,2048 44,3 20,68,5,4777643243539.335,101361861090513.8,141163000000000.0,384099468.4876332,pass
531,2048 48,3 16,68,5,4777643243539.335,101361861090513.8,153996000000000.0,384099468.4876332,pass
532,2048 16,4 48,59,14,1938480374295.045,1417240792124874.5,51333400000000.0,715821736.7269529,pass
533,2048 20,4 44,59,14,1938480374295.045,1417240792124874.5,64166200000000.0,715821736.7269529,pass
534,2048 24,4 40,59,14,1938480374295.045,1417240792124874.5,76999100000000.0,715821736.7269529,pass
535,2048 28,4 36,59,14,1938480374295.045,1417240792124874.5,89831900000000.0,715821736.7269529,pass
536,2048 32,4 32,59,14,1938480374295.045,1417240792124874.5,102665000000000.0,715821736.7269529,pass
537,2048 36,4 28,59,14,1938480374295.045,1417240792124874.5,115498000000000.0,715821736.7269529,pass
538,2048 40,4 24,59,14,1938480374295.045,1417240792124874.5,128330000000000.0,715821736.7269529,pass
539,2048 44,4 20,59,14,1938480374295.045,1417240792124874.5,141163000000000.0,715821736.7269529,pass
540,2048 48,4 16,59,14,1938480374295.045,1417240792124874.5,153996000000000.0,715821736.7269529,pass
541,2048 16,5 48,0,73,0.0,9241500370174358.0,51333400000000.0,8310515772.732429,fail
542,2048 20,5 44,0,73,0.0,9254520619543114.0,64166200000000.0,8310515772.732429,fail
543,2048 24,5 40,0,73,0.0,9270144918785622.0,76999100000000.0,8310515772.732429,fail
544,2048 28,5 36,0,73,0.0,9289241284526464.0,89831900000000.0,8310515772.732429,fail
545,2048 32,5 32,0,73,0.0,9313111741702516.0,102665000000000.0,8310515772.732429,fail
546,2048 36,5 28,0,73,0.0,9343802329500300.0,115498000000000.0,8310515772.732429,fail
547,2048 40,5 24,0,73,0.0,9384723113230674.0,128330000000000.0,8310515772.732429,fail
548,2048 44,5 20,0,73,0.0,9442012210453202.0,141163000000000.0,8310515772.732429,fail
549,2048 48,5 16,0,73,0.0,9527945856286992.0,153996000000000.0,8310515772.732429,fail
550,2048 16,6 48,0,73,0.0,9241500370174358.0,51333400000000.0,8310515772.732429,fail
551,2048 20,6 44,0,73,0.0,9254520619543114.0,64166200000000.0,8310515772.732429,fail
552,2048 24,6 40,0,73,0.0,9270144918785622.0,76999100000000.0,8310515772.732429,fail
553,2048 28,6 36,0,73,0.0,9289241284526464.0,89831900000000.0,8310515772.732429,fail
554,2048 32,6 32,0,73,0.0,9313111741702516.0,102665000000000.0,8310515772.732429,fail
555,2048 36,6 28,0,73,0.0,9343802329500300.0,115498000000000.0,8310515772.732429,fail
556,2048 40,6 24,0,73,0.0,9384723113230674.0,128330000000000.0,8310515772.732429,fail
557,2048 44,6 20,0,73,0.0,9442012210453202.0,141163000000000.0,8310515772.732429,fail
558,2048 48,6 16,0,73,0.0,9527945856286992.0,153996000000000.0,8310515772.732429,fail
559,2048 16,7 48,0,73,0.0,9241500370174358.0,51333400000000.0,8310515772.732429,fail
560,2048 20,7 44,0,73,0.0,9254520619543114.0,64166200000000.0,8310515772.732429,fail
561,2048 24,7 40,0,73,0.0,9270144918785622.0,76999100000000.0,8310515772.732429,fail
562,2048 28,7 36,0,73,0.0,9289241284526464.0,89831900000000.0,8310515772.732429,fail
563,2048 32,7 32,0,73,0.0,9313111741702516.0,102665000000000.0,8310515772.732429,fail
564,2048 36,7 28,0,73,0.0,9343802329500300.0,115498000000000.0,8310515772.732429,fail
565,2048 40,7 24,0,73,0.0,9384723113230674.0,128330000000000.0,8310515772.732429,fail
566,2048 44,7 20,0,73,0.0,9442012210453202.0,141163000000000.0,8310515772.732429,fail
567,2048 48,7 16,0,73,0.0,9527945856286992.0,153996000000000.0,8310515772.732429,fail
568,2048 16,8 48,0,73,0.0,9241500370174358.0,51333400000000.0,8310515772.732429,fail
569,2048 20,8 44,0,73,0.0,9254520619543114.0,64166200000000.0,8310515772.732429,fail
570,2048 24,8 40,0,73,0.0,9270144918785622.0,76999100000000.0,8310515772.732429,fail
571,2048 28,8 36,0,73,0.0,9289241284526464.0,89831900000000.0,8310515772.732429,fail
572,2048 32,8 32,0,73,0.0,9313111741702516.0,102665000000000.0,8310515772.732429,fail
573,2048 36,8 28,0,73,0.0,9343802329500300.0,115498000000000.0,8310515772.732429,fail
574,2048 40,8 24,0,73,0.0,9384723113230674.0,128330000000000.0,8310515772.732429,fail
575,2048 44,8 20,0,73,0.0,9442012210453202.0,141163000000000.0,8310515772.732429,fail
576,2048 48,8 16,0,73,0.0,9527945856286992.0,153996000000000.0,8310515772.732429,fail
577,2048 16,9 48,0,73,0.0,9241500370174358.0,51333400000000.0,8310515772.732429,fail
578,2048 20,9 44,0,73,0.0,9254520619543114.0,64166200000000.0,8310515772.732429,fail
579,2048 24,9 40,0,73,0.0,9270144918785622.0,76999100000000.0,8310515772.732429,fail
580,2048 28,9 36,0,73,0.0,9289241284526464.0,89831900000000.0,8310515772.732429,fail
581,2048 32,9 32,0,73,0.0,9313111741702516.0,102665000000000.0,8310515772.732429,fail
582,2048 36,9 28,0,73,0.0,9343802329500300.0,115498000000000.0,8310515772.732429,fail
583,2048 40,9 24,0,73,0.0,9384723113230674.0,128330000000000.0,8310515772.732429,fail
584,2048 44,9 20,0,73,0.0,9442012210453202.0,141163000000000.0,8310515772.732429,fail
585,2048 48,9 16,0,73,0.0,9527945856286992.0,153996000000000.0,8310515772.732429,fail
586,2048 16,10 48,0,73,0.0,9241500370174358.0,51333400000000.0,8310515772.732429,fail
587,2048 20,10 44,0,73,0.0,9254520619543114.0,64166200000000.0,8310515772.732429,fail
