DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA EDP,RRAM EDP,DLA area,restraint
1,1024 16,4 48,70,0,4.409652534182164e+18,0.0,25690900000000.0,pass
2,1024 20,4 44,70,0,4.409652534182164e+18,0.0,32113400000000.0,pass
3,1024 24,4 40,70,0,4.409652534182164e+18,0.0,38536000000000.0,pass
4,1024 28,4 36,70,0,4.409652534182164e+18,0.0,44958600000000.0,pass
5,1024 32,4 32,70,0,4.409652534182164e+18,0.0,51381200000000.0,pass
6,1024 36,4 28,70,0,4.409652534182164e+18,0.0,57803700000000.0,pass
7,1024 40,4 24,70,0,4.409652534182164e+18,0.0,64226300000000.0,pass
8,1024 44,4 20,70,0,4.409652534182164e+18,0.0,70648900000000.0,pass
9,1024 48,4 16,70,0,4.409652534182164e+18,0.0,77071500000000.0,pass
10,1024 16,5 48,70,0,4.409652534182164e+18,0.0,25690900000000.0,pass
11,1024 20,5 44,70,0,4.409652534182164e+18,0.0,32113400000000.0,pass
12,1024 24,5 40,70,0,4.409652534182164e+18,0.0,38536000000000.0,pass
13,1024 28,5 36,70,0,4.409652534182164e+18,0.0,44958600000000.0,pass
14,1024 32,5 32,70,0,4.409652534182164e+18,0.0,51381200000000.0,pass
15,1024 36,5 28,70,0,4.409652534182164e+18,0.0,57803700000000.0,pass
16,1024 40,5 24,70,0,4.409652534182164e+18,0.0,64226300000000.0,pass
17,1024 44,5 20,70,0,4.409652534182164e+18,0.0,70648900000000.0,pass
18,1024 48,5 16,70,0,4.409652534182164e+18,0.0,77071500000000.0,pass
19,1024 16,6 48,70,0,4.409652534182164e+18,0.0,25690900000000.0,pass
20,1024 20,6 44,70,0,4.409652534182164e+18,0.0,32113400000000.0,pass
21,1024 24,6 40,70,0,4.409652534182164e+18,0.0,38536000000000.0,pass
22,1024 28,6 36,70,0,4.409652534182164e+18,0.0,44958600000000.0,pass
23,1024 32,6 32,70,0,4.409652534182164e+18,0.0,51381200000000.0,pass
24,1024 36,6 28,70,0,4.409652534182164e+18,0.0,57803700000000.0,pass
25,1024 40,6 24,70,0,4.409652534182164e+18,0.0,64226300000000.0,pass
26,1024 44,6 20,70,0,4.409652534182164e+18,0.0,70648900000000.0,pass
27,1024 48,6 16,70,0,4.409652534182164e+18,0.0,77071500000000.0,pass
28,1024 16,7 48,68,2,2.522311952235122e+18,678152733994176.0,25690900000000.0,pass
29,1024 20,7 44,68,2,2.522311952235122e+18,678152733994176.0,32113400000000.0,pass
30,1024 24,7 40,68,2,2.522311952235122e+18,678152733994176.0,38536000000000.0,pass
31,1024 28,7 36,68,2,2.522311952235122e+18,678152733994176.0,44958600000000.0,pass
32,1024 32,7 32,68,2,2.522311952235122e+18,678152733994176.0,51381200000000.0,pass
33,1024 36,7 28,68,2,2.522311952235122e+18,678152733994176.0,57803700000000.0,pass
34,1024 40,7 24,68,2,2.522311952235122e+18,678152733994176.0,64226300000000.0,pass
35,1024 44,7 20,68,2,2.522311952235122e+18,678152733994176.0,70648900000000.0,pass
36,1024 48,7 16,68,2,2.522311952235122e+18,678152733994176.0,77071500000000.0,pass
37,1024 16,8 48,68,2,2.522311952235122e+18,678152733994176.0,25690900000000.0,pass
38,1024 20,8 44,68,2,2.522311952235122e+18,678152733994176.0,32113400000000.0,pass
39,1024 24,8 40,68,2,2.522311952235122e+18,678152733994176.0,38536000000000.0,pass
40,1024 28,8 36,68,2,2.522311952235122e+18,678152733994176.0,44958600000000.0,pass
41,1024 32,8 32,68,2,2.522311952235122e+18,678152733994176.0,51381200000000.0,pass
42,1024 36,8 28,68,2,2.522311952235122e+18,678152733994176.0,57803700000000.0,pass
43,1024 40,8 24,68,2,2.522311952235122e+18,678152733994176.0,64226300000000.0,pass
44,1024 44,8 20,68,2,2.522311952235122e+18,678152733994176.0,70648900000000.0,pass
45,1024 48,8 16,68,2,2.522311952235122e+18,678152733994176.0,77071500000000.0,pass
46,1024 16,9 48,68,2,2.522311952235122e+18,678152733994176.0,25690900000000.0,pass
47,1024 20,9 44,68,2,2.522311952235122e+18,678152733994176.0,32113400000000.0,pass
48,1024 24,9 40,68,2,2.522311952235122e+18,678152733994176.0,38536000000000.0,pass
49,1024 28,9 36,68,2,2.522311952235122e+18,678152733994176.0,44958600000000.0,pass
50,1024 32,9 32,68,2,2.522311952235122e+18,678152733994176.0,51381200000000.0,pass
51,1024 36,9 28,68,2,2.522311952235122e+18,678152733994176.0,57803700000000.0,pass
52,1024 40,9 24,68,2,2.522311952235122e+18,678152733994176.0,64226300000000.0,pass
53,1024 44,9 20,68,2,2.522311952235122e+18,678152733994176.0,70648900000000.0,pass
54,1024 48,9 16,68,2,2.522311952235122e+18,678152733994176.0,77071500000000.0,pass
55,1024 16,10 48,67,3,2.0954179707521034e+18,1207676944238098.0,25690900000000.0,pass
56,1024 20,10 44,67,3,2.0954179707521034e+18,1207676944238098.0,32113400000000.0,pass
57,1024 24,10 40,67,3,2.0954179707521034e+18,1207676944238098.0,38536000000000.0,pass
58,1024 28,10 36,67,3,2.0954179707521034e+18,1207676944238098.0,44958600000000.0,pass
59,1024 32,10 32,67,3,2.0954179707521034e+18,1207676944238098.0,51381200000000.0,pass
60,1024 36,10 28,67,3,2.0954179707521034e+18,1207676944238098.0,57803700000000.0,pass
61,1024 40,10 24,67,3,2.0954179707521034e+18,1207676944238098.0,64226300000000.0,pass
62,1024 44,10 20,67,3,2.0954179707521034e+18,1207676944238098.0,70648900000000.0,pass
63,1024 48,10 16,67,3,2.0954179707521034e+18,1207676944238098.0,77071500000000.0,pass
64,1024 16,11 48,66,4,1.6825694634624927e+18,1867787138883207.2,25690900000000.0,pass
65,1024 20,11 44,66,4,1.6825694634624927e+18,1867787138883207.2,32113400000000.0,pass
66,1024 24,11 40,66,4,1.6825694634624927e+18,1867787138883207.2,38536000000000.0,pass
67,1024 28,11 36,66,4,1.6825694634624927e+18,1867787138883207.2,44958600000000.0,pass
68,1024 32,11 32,66,4,1.6825694634624927e+18,1867787138883207.2,51381200000000.0,pass
69,1024 36,11 28,66,4,1.6825694634624927e+18,1867787138883207.2,57803700000000.0,pass
70,1024 40,11 24,66,4,1.6825694634624927e+18,1867787138883207.2,64226300000000.0,pass
71,1024 44,11 20,66,4,1.6825694634624927e+18,1867787138883207.2,70648900000000.0,pass
72,1024 48,11 16,66,4,1.6825694634624927e+18,1867787138883207.2,77071500000000.0,pass
73,1024 16,12 48,63,7,9.320002576155962e+17,1.4675422945359186e+16,25690900000000.0,pass
74,1024 20,12 44,63,7,9.320002576155962e+17,1.4675422945359186e+16,32113400000000.0,pass
75,1024 24,12 40,63,7,9.320002576155962e+17,1.4675422945359186e+16,38536000000000.0,pass
76,1024 28,12 36,63,7,9.320002576155962e+17,1.4675422945359186e+16,44958600000000.0,pass
77,1024 32,12 32,63,7,9.320002576155962e+17,1.4675422945359186e+16,51381200000000.0,pass
78,1024 36,12 28,63,7,9.320002576155962e+17,1.4675422945359186e+16,57803700000000.0,pass
79,1024 40,12 24,63,7,9.320002576155962e+17,1.4675422945359186e+16,64226300000000.0,pass
80,1024 44,12 20,63,7,9.320002576155962e+17,1.4675422945359186e+16,70648900000000.0,pass
81,1024 48,12 16,63,7,9.320002576155962e+17,1.4675422945359186e+16,77071500000000.0,pass
82,1024 16,13 48,61,9,5.721477476553935e+17,2.368249155547949e+16,25690900000000.0,pass
83,1024 20,13 44,61,9,5.721477476553935e+17,2.368249155547949e+16,32113400000000.0,pass
84,1024 24,13 40,61,9,5.721477476553935e+17,2.368249155547949e+16,38536000000000.0,pass
85,1024 28,13 36,61,9,5.721477476553935e+17,2.368249155547949e+16,44958600000000.0,pass
86,1024 32,13 32,61,9,5.721477476553935e+17,2.368249155547949e+16,51381200000000.0,pass
87,1024 36,13 28,61,9,5.721477476553935e+17,2.368249155547949e+16,57803700000000.0,pass
88,1024 40,13 24,61,9,5.721477476553935e+17,2.368249155547949e+16,64226300000000.0,pass
89,1024 44,13 20,61,9,5.721477476553935e+17,2.368249155547949e+16,70648900000000.0,pass
90,1024 48,13 16,61,9,5.721477476553935e+17,2.368249155547949e+16,77071500000000.0,pass
91,1024 16,14 48,57,13,1.671552896180042e+17,8.039193985161805e+16,25690900000000.0,pass
92,1024 20,14 44,57,13,1.671552896180042e+17,8.039193985161805e+16,32113400000000.0,pass
93,1024 24,14 40,57,13,1.671552896180042e+17,8.039193985161805e+16,38536000000000.0,pass
94,1024 28,14 36,57,13,1.671552896180042e+17,8.039193985161805e+16,44958600000000.0,pass
95,1024 32,14 32,57,13,1.671552896180042e+17,8.039193985161805e+16,51381200000000.0,pass
96,1024 36,14 28,57,13,1.671552896180042e+17,8.039193985161805e+16,57803700000000.0,pass
97,1024 40,14 24,57,13,1.671552896180042e+17,8.039193985161805e+16,64226300000000.0,pass
98,1024 44,14 20,57,13,1.671552896180042e+17,8.039193985161805e+16,70648900000000.0,pass
99,1024 48,14 16,57,13,1.671552896180042e+17,8.039193985161805e+16,77071500000000.0,pass
100,1024 16,15 48,57,13,1.671552896180042e+17,8.039193985161805e+16,25690900000000.0,pass
101,1024 20,15 44,57,13,1.671552896180042e+17,8.039193985161805e+16,32113400000000.0,pass
102,1024 24,15 40,57,13,1.671552896180042e+17,8.039193985161805e+16,38536000000000.0,pass
103,1024 28,15 36,57,13,1.671552896180042e+17,8.039193985161805e+16,44958600000000.0,pass
104,1024 32,15 32,57,13,1.671552896180042e+17,8.039193985161805e+16,51381200000000.0,pass
105,1024 36,15 28,57,13,1.671552896180042e+17,8.039193985161805e+16,57803700000000.0,pass
106,1024 40,15 24,57,13,1.671552896180042e+17,8.039193985161805e+16,64226300000000.0,pass
107,1024 44,15 20,57,13,1.671552896180042e+17,8.039193985161805e+16,70648900000000.0,pass
108,1024 48,15 16,57,13,1.671552896180042e+17,8.039193985161805e+16,77071500000000.0,pass
109,1024 16,16 48,53,17,4.658701316861215e+16,3.713026907005659e+17,25690900000000.0,pass
110,1024 20,16 44,53,17,4.658701316861215e+16,3.713026907005659e+17,32113400000000.0,pass
111,1024 24,16 40,53,17,4.658701316861215e+16,3.713026907005659e+17,38536000000000.0,pass
112,1024 28,16 36,53,17,4.658701316861215e+16,3.713026907005659e+17,44958600000000.0,pass
113,1024 32,16 32,53,17,4.658701316861215e+16,3.713026907005659e+17,51381200000000.0,pass
114,1024 36,16 28,53,17,4.658701316861215e+16,3.713026907005659e+17,57803700000000.0,pass
115,1024 40,16 24,53,17,4.658701316861215e+16,3.713026907005659e+17,64226300000000.0,pass
116,1024 44,16 20,53,17,4.658701316861215e+16,3.713026907005659e+17,70648900000000.0,pass
117,1024 48,16 16,53,17,4.658701316861215e+16,3.713026907005659e+17,77071500000000.0,pass
118,1024 16,17 48,49,21,1.7839741280815104e+16,5.068305608131495e+17,25690900000000.0,pass
119,1024 20,17 44,49,21,1.7839741280815104e+16,5.068305608131495e+17,32113400000000.0,pass
120,1024 24,17 40,49,21,1.7839741280815104e+16,5.068305608131495e+17,38536000000000.0,pass
121,1024 28,17 36,49,21,1.7839741280815104e+16,5.068305608131495e+17,44958600000000.0,pass
122,1024 32,17 32,49,21,1.7839741280815104e+16,5.068305608131495e+17,51381200000000.0,pass
123,1024 36,17 28,49,21,1.7839741280815104e+16,5.068305608131495e+17,57803700000000.0,pass
124,1024 40,17 24,49,21,1.7839741280815104e+16,5.068305608131495e+17,64226300000000.0,pass
125,1024 44,17 20,49,21,1.7839741280815104e+16,5.068305608131495e+17,70648900000000.0,pass
126,1024 48,17 16,49,21,1.7839741280815104e+16,5.068305608131495e+17,77071500000000.0,pass
127,1024 16,18 48,44,26,9514949884403712.0,5.379827885805239e+17,25690900000000.0,pass
128,1024 20,18 44,44,26,9514949884403712.0,5.379827885805239e+17,32113400000000.0,pass
129,1024 24,18 40,44,26,9514949884403712.0,5.379827885805239e+17,38536000000000.0,pass
130,1024 28,18 36,44,26,9514949884403712.0,5.379827885805239e+17,44958600000000.0,pass
131,1024 32,18 32,44,26,9514949884403712.0,5.379827885805239e+17,51381200000000.0,pass
132,1024 36,18 28,44,26,9514949884403712.0,5.379827885805239e+17,57803700000000.0,pass
133,1024 40,18 24,44,26,9514949884403712.0,5.379827885805239e+17,64226300000000.0,pass
134,1024 44,18 20,44,26,9514949884403712.0,5.379827885805239e+17,70648900000000.0,pass
135,1024 48,18 16,44,26,9514949884403712.0,5.379827885805239e+17,77071500000000.0,pass
136,1024 16,19 48,0,70,0.0,1.8824179905663037e+18,25690900000000.0,fail
137,1024 20,19 44,0,70,0.0,1.892326415773229e+18,32113400000000.0,fail
