latency,area,power,energy
9036771.610215511,17459066.749437876,0.7062635967260356,1191134.3261867955
1512136.0,17459066.749437876,0.008762945097633135,4589.5213668777515
787840.2256384463,17459066.749437876,1.4203017507828406,276361.9100287042
1389517.8204525048,17459066.749437876,0.834752460839645,231068.73852584918
5558071.28181,17459066.749437876,0.834752460839645,924274.9541033687
2711883.039202505,17459066.749437876,4.192517297819527,3038875.1572675193
1483597.8204525048,17459066.749437876,0.8378106986337278,258676.9642346531
929530.0,0.0,0.0,0.0
1483597.8204525048,17459066.749437876,0.8378106986337278,258676.9642346531
2619523.039202505,17459066.749437876,4.192517297819527,2907249.197076099
1483597.8204525048,17459066.749437876,0.8378106986337278,258676.9642346531
980686.0,0.0,0.0,0.0
1483597.8204525048,17459066.749437876,0.8378106986337278,258676.9642346531
2619523.039202505,17459066.749437876,4.192517297819527,2907249.197076099
1483597.8204525048,17459066.749437876,0.8378106986337278,258676.9642346531
827218.0,0.0,0.0,0.0
1483597.8204525048,17459066.749437876,0.8378106986337278,258676.9642346531
2619523.039202505,17459066.749437876,4.192517297819527,2907249.197076099
1483597.8204525048,17459066.749437876,0.8378106986337278,258676.9642346531
776062.0,0.0,0.0,0.0
1279448.157048053,17459066.749437876,5.4943314647781065,1746389.544783322
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
2647974.1906921957,17459066.749437876,1.0960096038834322,693466.4086538989
1726328.157048053,34918133.49887575,17.57433247151598,7620757.671614507
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
480543.0,0.0,0.0,0.0
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
1703688.157048053,34918133.49887575,17.57433247151598,7517609.953808468
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
531699.0,0.0,0.0,0.0
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
1703688.157048053,34918133.49887575,17.57433247151598,7517609.953808468
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
429387.0,0.0,0.0,0.0
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
1703688.157048053,34918133.49887575,17.57433247151598,7517609.953808468
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
327075.0,0.0,0.0,0.0
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
1703688.157048053,34918133.49887575,17.57433247151598,7517609.953808468
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
327075.0,0.0,0.0,0.0
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
1703688.157048053,34918133.49887575,17.57433247151598,7517609.953808468
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
429387.0,0.0,0.0,0.0
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
1703688.157048053,34918133.49887575,17.57433247151598,7517609.953808468
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
531699.0,0.0,0.0,0.0
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
1703688.157048053,34918133.49887575,17.57433247151598,7517609.953808468
693353.547673053,17459066.749437876,1.1027269417674557,182936.39125102502
582855.0,0.0,0.0,0.0
470446.20021281455,52377200.24831363,26.377683155273967,3117655.9502018876
305097.20021281455,17459066.749437876,4.400386627814793,331698.53775359795
890888.30085126,17459066.749437876,2.200422034389941,476013.78446106386
470446.20021281455,87295333.74718937,43.96280525878994,5196093.250336479
305097.20021281455,17459066.749437876,4.400386627814793,331698.53775359795
148298.5,0.0,0.0,0.0
305097.20021281455,17459066.749437876,4.400386627814793,331698.53775359795
465026.20021281455,87295333.74718937,43.96280525878994,5134361.738823029
305097.20021281455,17459066.749437876,4.400386627814793,331698.53775359795
161087.5,0.0,0.0,0.0
305097.20021281455,17459066.749437876,4.400386627814793,331698.53775359795
465026.20021281455,87295333.74718937,43.96280525878994,5134361.738823029
305097.20021281455,17459066.749437876,4.400386627814793,331698.53775359795
250610.5,0.0,0.0,0.0
305097.20021281455,17459066.749437876,4.400386627814793,331698.53775359795
465026.20021281455,87295333.74718937,43.96280525878994,5134361.738823029
305097.20021281455,17459066.749437876,4.400386627814793,331698.53775359795
314555.5,0.0,0.0,0.0
477626.20021281455,34918133.49887575,17.588999484969232,2111223.703628158
61032.473473730905,6843954165.779648,3447.4438990539693,8444894.81451263
83944599.13103595,8310515772.7324295,3895.933526991349,119212211.53171551
0.0,159535.39500000002,0.041314245,0.0
