,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1092,1024 24,13 40,2,17,40539,13327489,673006,23631081,38536000000000,1936955060
yxp_os,414,512 48,13 16,7,12,24380400,7396239,22553921,15139012,38609600000000,2216448576
xp_ws,414,512 48,13 16,5,14,34174350,5961623,7383155,21305964,38609600000000,1910955664
rs,743,768 32,12 32,7,12,33740250,2739624,10892442,16574914,38560400000000,1871956568
ykp_os,922,896 28,13 36,3,16,1029187,11557647,809180,23447819,39349500000000,1930455211
