,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1621,3584 16,4 48,3,5,11595.0,13845099.576094013,258536.8,32954903.80866872,89799300000000.0,225177303.13594675
yxp_os,0,4096 64,40 64,8,8,52577280.0,13900568.996515209,1244910.0,34626867.60457345,410461000000000.0,1738368780.209509
xp_ws,0,4096 64,40 64,8,8,88936560.0,13900568.996515209,1322968.8,34626867.60457345,410461000000000.0,1738368780.209509
rs,0,4096 64,40 64,8,8,55617360.0,13900568.996515209,1077719.0,34626867.60457345,410461000000000.0,1738368780.209509
ykp_os,0,4096 64,40 64,8,8,5562375.0,13900568.996515209,1166277.2000000002,34626867.60457345,410461000000000.0,1738368780.209509
