,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,1083,1024 24,12 40,2,14,40539,12525836,673006,18924357,38536000000000,1657461545
yxp_os,913,896 28,12 36,9,7,28587000,645932,26021000,7488247,39349500000000,1813457926
xp_ws,405,512 48,12 16,5,11,34174350,5153749,7383155,16599240,38609600000000,1631462148
rs,743,768 32,12 32,7,9,33740250,1936934,10892442,11868190,38560400000000,1592463053
ykp_os,913,896 28,12 36,3,13,1029187,10755533,809180,18741096,39349500000000,1650961696
