DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA EDP,RRAM EDP,DLA area,restraint
1,1024 16,1 48,24,5,2372298287412.2695,2834678172638206.0,25690900000000.0,pass
2,1024 20,1 44,24,5,2372298287412.2695,2834808047365021.0,32113400000000.0,pass
3,1024 24,1 40,24,5,2372298287412.2695,2834963897037200.5,38536000000000.0,pass
4,1024 28,1 36,24,5,2372298287412.2695,2835154379969863.0,44958600000000.0,pass
5,1024 32,1 32,24,5,2372298287412.2695,2835392483635692.0,51381200000000.0,pass
6,1024 36,1 28,24,5,2372298287412.2695,2835698616920328.0,57803700000000.0,pass
7,1024 40,1 24,24,5,2372298287412.2695,2836106794633177.5,64226300000000.0,pass
8,1024 44,1 20,24,5,2372298287412.2695,2836678243431165.5,70648900000000.0,pass
9,1024 48,1 16,24,5,2372298287412.2695,2837535416628149.5,77071500000000.0,pass
10,1024 16,2 48,21,8,1315633385470.7998,9756271352231266.0,25690900000000.0,pass
11,1024 20,2 44,21,8,1315633385470.7998,9756615621565066.0,32113400000000.0,pass
12,1024 24,2 40,21,8,1315633385470.7998,9757028744765628.0,38536000000000.0,pass
13,1024 28,2 36,21,8,1315633385470.7998,9757533673121870.0,44958600000000.0,pass
14,1024 32,2 32,21,8,1315633385470.7998,9758164833567172.0,51381200000000.0,pass
15,1024 36,2 28,21,8,1315633385470.7998,9758976325568272.0,57803700000000.0,pass
16,1024 40,2 24,21,8,1315633385470.7998,9760058314903076.0,64226300000000.0,pass
17,1024 44,2 20,21,8,1315633385470.7998,9761573099971798.0,70648900000000.0,pass
18,1024 48,2 16,21,8,1315633385470.7998,9763845277574886.0,77071500000000.0,pass
19,1024 16,3 48,19,10,899914076691.57,1.2760085537849034e+16,25690900000000.0,pass
20,1024 20,3 44,19,10,899914076691.57,1.276051918281376e+16,32113400000000.0,pass
21,1024 24,3 40,19,10,899914076691.57,1.2761039556771438e+16,38536000000000.0,pass
22,1024 28,3 36,19,10,899914076691.57,1.2761675569386368e+16,44958600000000.0,pass
23,1024 32,3 32,19,10,899914076691.57,1.2762470585155036e+16,51381200000000.0,pass
24,1024 36,3 28,19,10,899914076691.57,1.276349274828618e+16,57803700000000.0,pass
25,1024 40,3 24,19,10,899914076691.57,1.2764855632461038e+16,64226300000000.0,pass
26,1024 44,3 20,19,10,899914076691.57,1.2766763670305838e+16,70648900000000.0,pass
27,1024 48,3 16,19,10,899914076691.57,1.276962572707304e+16,77071500000000.0,pass
28,1024 16,4 48,18,11,635479733301.3298,1.4334797406896644e+16,25690900000000.0,pass
29,1024 20,4 44,18,11,635479733301.3298,1.4335275739676832e+16,32113400000000.0,pass
30,1024 24,4 40,18,11,635479733301.3298,1.4335849739013062e+16,38536000000000.0,pass
31,1024 28,4 36,18,11,635479733301.3298,1.4336551293757344e+16,44958600000000.0,pass
32,1024 32,4 32,18,11,635479733301.3298,1.4337428237187694e+16,51381200000000.0,pass
33,1024 36,4 28,18,11,635479733301.3298,1.4338555735883852e+16,57803700000000.0,pass
34,1024 40,4 24,18,11,635479733301.3298,1.4340059067478744e+16,64226300000000.0,pass
35,1024 44,4 20,18,11,635479733301.3298,1.4342163731711576e+16,70648900000000.0,pass
36,1024 48,4 16,18,11,635479733301.3298,1.4345320728060842e+16,77071500000000.0,pass
37,1024 16,5 48,17,12,484285853924.955,1.5679116337996012e+16,25690900000000.0,pass
38,1024 20,5 44,17,12,484285853924.955,1.567963716651834e+16,32113400000000.0,pass
39,1024 24,5 40,17,12,484285853924.955,1.568026216074514e+16,38536000000000.0,pass
40,1024 28,5 36,17,12,484285853924.955,1.5681026042577888e+16,44958600000000.0,pass
41,1024 32,5 32,17,12,484285853924.955,1.5681980894868826e+16,51381200000000.0,pass
42,1024 36,5 28,17,12,484285853924.955,1.568320856210003e+16,57803700000000.0,pass
43,1024 40,5 24,17,12,484285853924.955,1.5684845451741638e+16,64226300000000.0,pass
44,1024 44,5 20,17,12,484285853924.955,1.568713709723989e+16,70648900000000.0,pass
45,1024 48,5 16,17,12,484285853924.955,1.5690574565487264e+16,77071500000000.0,pass
46,1024 16,6 48,16,13,397617061622.955,1.7034988094797564e+16,25690900000000.0,pass
47,1024 20,6 44,16,13,397617061622.955,1.7035551419062032e+16,32113400000000.0,pass
48,1024 24,6 40,16,13,397617061622.955,1.7036227408179394e+16,38536000000000.0,pass
49,1024 28,6 36,16,13,397617061622.955,1.7037053617100616e+16,44958600000000.0,pass
50,1024 32,6 32,16,13,397617061622.955,1.703808637825214e+16,51381200000000.0,pass
