DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA EDP,RRAM EDP,DLA area,RRAM area,restraint
609,1536 36,35 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
610,1536 40,35 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
611,1536 44,35 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
612,1536 48,35 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
613,1536 16,36 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
614,1536 20,36 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
615,1536 24,36 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
616,1536 28,36 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
617,1536 32,36 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
618,1536 36,36 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
619,1536 40,36 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
620,1536 44,36 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
621,1536 48,36 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
622,1536 16,37 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
623,1536 20,37 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
624,1536 24,37 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
625,1536 28,37 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
626,1536 32,37 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
627,1536 36,37 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
628,1536 40,37 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
629,1536 44,37 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
630,1536 48,37 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
631,1536 16,38 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
632,1536 20,38 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
633,1536 24,38 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
634,1536 28,38 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
635,1536 32,38 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
636,1536 36,38 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
637,1536 40,38 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
638,1536 44,38 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
639,1536 48,38 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
640,1536 16,39 48,0,8,0.0,481842073343755.0,38512000000000.0,1738368780.209509,fail
641,1536 20,39 44,0,8,0.0,482027131915821.9,48139700000000.0,1738368780.209509,fail
642,1536 24,39 40,0,8,0.0,482249202202302.4,57767400000000.0,1738368780.209509,fail
643,1536 28,39 36,0,8,0.0,482520621441334.2,67395100000000.0,1738368780.209509,fail
644,1536 32,39 32,0,8,0.0,482859895490123.8,77022800000000.0,1738368780.209509,fail
645,1536 36,39 28,0,8,0.0,483296104981424.6,86650500000000.0,1738368780.209509,fail
646,1536 40,39 24,0,8,0.0,483877717636492.6,96278200000000.0,1738368780.209509,fail
647,1536 44,39 20,0,8,0.0,484691975353587.56,105906000000000.0,1738368780.209509,fail
648,1536 48,39 16,0,8,0.0,485913361929230.3,115534000000000.0,1738368780.209509,fail
649,2048 16,4 48,8,0,6487271140350.001,0.0,51333400000000.0,0.0,pass
650,2048 20,4 44,8,0,6487271140350.001,0.0,64166200000000.0,0.0,pass
651,2048 24,4 40,8,0,6487271140350.001,0.0,76999100000000.0,0.0,pass
652,2048 28,4 36,8,0,6487271140350.001,0.0,89831900000000.0,0.0,pass
653,2048 32,4 32,8,0,6487271140350.001,0.0,102665000000000.0,0.0,pass
654,2048 36,4 28,8,0,6487271140350.001,0.0,115498000000000.0,0.0,pass
655,2048 40,4 24,8,0,6487271140350.001,0.0,128330000000000.0,0.0,pass
656,2048 44,4 20,8,0,6487271140350.001,0.0,141163000000000.0,0.0,pass
657,2048 48,4 16,8,0,6487271140350.001,0.0,153996000000000.0,0.0,pass
658,2048 16,5 48,8,0,6487271140350.001,0.0,51333400000000.0,0.0,pass
659,2048 20,5 44,8,0,6487271140350.001,0.0,64166200000000.0,0.0,pass
660,2048 24,5 40,8,0,6487271140350.001,0.0,76999100000000.0,0.0,pass
661,2048 28,5 36,8,0,6487271140350.001,0.0,89831900000000.0,0.0,pass
662,2048 32,5 32,8,0,6487271140350.001,0.0,102665000000000.0,0.0,pass
663,2048 36,5 28,8,0,6487271140350.001,0.0,115498000000000.0,0.0,pass
664,2048 40,5 24,8,0,6487271140350.001,0.0,128330000000000.0,0.0,pass
665,2048 44,5 20,8,0,6487271140350.001,0.0,141163000000000.0,0.0,pass
666,2048 48,5 16,8,0,6487271140350.001,0.0,153996000000000.0,0.0,pass
667,2048 16,6 48,8,0,6487271140350.001,0.0,51333400000000.0,0.0,pass
668,2048 20,6 44,8,0,6487271140350.001,0.0,64166200000000.0,0.0,pass
669,2048 24,6 40,8,0,6487271140350.001,0.0,76999100000000.0,0.0,pass
670,2048 28,6 36,8,0,6487271140350.001,0.0,89831900000000.0,0.0,pass
671,2048 32,6 32,8,0,6487271140350.001,0.0,102665000000000.0,0.0,pass
672,2048 36,6 28,8,0,6487271140350.001,0.0,115498000000000.0,0.0,pass
673,2048 40,6 24,8,0,6487271140350.001,0.0,128330000000000.0,0.0,pass
674,2048 44,6 20,8,0,6487271140350.001,0.0,141163000000000.0,0.0,pass
675,2048 48,6 16,8,0,6487271140350.001,0.0,153996000000000.0,0.0,pass
676,2048 16,7 48,8,0,6487271140350.001,0.0,51333400000000.0,0.0,pass
677,2048 20,7 44,8,0,6487271140350.001,0.0,64166200000000.0,0.0,pass
678,2048 24,7 40,8,0,6487271140350.001,0.0,76999100000000.0,0.0,pass
679,2048 28,7 36,8,0,6487271140350.001,0.0,89831900000000.0,0.0,pass
680,2048 32,7 32,8,0,6487271140350.001,0.0,102665000000000.0,0.0,pass
681,2048 36,7 28,8,0,6487271140350.001,0.0,115498000000000.0,0.0,pass
682,2048 40,7 24,8,0,6487271140350.001,0.0,128330000000000.0,0.0,pass
683,2048 44,7 20,8,0,6487271140350.001,0.0,141163000000000.0,0.0,pass
684,2048 48,7 16,8,0,6487271140350.001,0.0,153996000000000.0,0.0,pass
685,2048 16,8 48,8,0,6487271140350.001,0.0,51333400000000.0,0.0,pass
686,2048 20,8 44,8,0,6487271140350.001,0.0,64166200000000.0,0.0,pass
687,2048 24,8 40,8,0,6487271140350.001,0.0,76999100000000.0,0.0,pass
688,2048 28,8 36,8,0,6487271140350.001,0.0,89831900000000.0,0.0,pass
689,2048 32,8 32,8,0,6487271140350.001,0.0,102665000000000.0,0.0,pass
690,2048 36,8 28,8,0,6487271140350.001,0.0,115498000000000.0,0.0,pass
691,2048 40,8 24,8,0,6487271140350.001,0.0,128330000000000.0,0.0,pass
692,2048 44,8 20,8,0,6487271140350.001,0.0,141163000000000.0,0.0,pass
693,2048 48,8 16,8,0,6487271140350.001,0.0,153996000000000.0,0.0,pass
694,2048 16,9 48,5,3,841370716775.9999,73547032939229.47,51333400000000.0,1269999989.6867397,pass
695,2048 20,9 44,5,3,841370716775.9999,73577225288518.47,64166200000000.0,1269999989.6867397,pass
696,2048 24,9 40,5,3,841370716775.9999,73613456107665.23,76999100000000.0,1269999989.6867397,pass
697,2048 28,9 36,5,3,841370716775.9999,73657738219955.73,89831900000000.0,1269999989.6867397,pass
698,2048 32,9 32,5,3,841370716775.9999,73713090860318.86,102665000000000.0,1269999989.6867397,pass
699,2048 36,9 28,5,3,841370716775.9999,73784258540785.75,115498000000000.0,1269999989.6867397,pass
700,2048 40,9 24,5,3,841370716775.9999,73879148781408.25,128330000000000.0,1269999989.6867397,pass
701,2048 44,9 20,5,3,841370716775.9999,74011995118279.77,141163000000000.0,1269999989.6867397,pass
702,2048 48,9 16,5,3,841370716775.9999,74211264623587.03,153996000000000.0,1269999989.6867397,pass
703,2048 16,10 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
704,2048 20,10 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
705,2048 24,10 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
706,2048 28,10 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
707,2048 32,10 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
708,2048 36,10 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
709,2048 40,10 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
710,2048 44,10 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
711,2048 48,10 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
712,2048 16,11 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
713,2048 20,11 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
714,2048 24,11 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
715,2048 28,11 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
716,2048 32,11 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
717,2048 36,11 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
718,2048 40,11 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
719,2048 44,11 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
720,2048 48,11 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
721,2048 16,12 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
722,2048 20,12 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
723,2048 24,12 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
724,2048 28,12 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
725,2048 32,12 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
726,2048 36,12 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
727,2048 40,12 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
728,2048 44,12 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
729,2048 48,12 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
730,2048 16,13 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
731,2048 20,13 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
732,2048 24,13 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
733,2048 28,13 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
734,2048 32,13 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
735,2048 36,13 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
736,2048 40,13 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
737,2048 44,13 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
738,2048 48,13 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
739,2048 16,14 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
740,2048 20,14 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
741,2048 24,14 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
742,2048 28,14 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
743,2048 32,14 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
744,2048 36,14 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
745,2048 40,14 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
746,2048 44,14 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
747,2048 48,14 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
748,2048 16,15 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
749,2048 20,15 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
750,2048 24,15 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
751,2048 28,15 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
752,2048 32,15 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
753,2048 36,15 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
754,2048 40,15 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
755,2048 44,15 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
756,2048 48,15 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
757,2048 16,16 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
758,2048 20,16 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
759,2048 24,16 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
760,2048 28,16 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
761,2048 32,16 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
762,2048 36,16 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
763,2048 40,16 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
764,2048 44,16 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
765,2048 48,16 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
766,2048 16,17 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
767,2048 20,17 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
768,2048 24,17 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
769,2048 28,17 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
770,2048 32,17 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
771,2048 36,17 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
772,2048 40,17 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
773,2048 44,17 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
774,2048 48,17 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
775,2048 16,18 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
776,2048 20,18 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
777,2048 24,18 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
778,2048 28,18 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
779,2048 32,18 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
780,2048 36,18 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
781,2048 40,18 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
782,2048 44,18 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
783,2048 48,18 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
784,2048 16,19 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
785,2048 20,19 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
786,2048 24,19 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
787,2048 28,19 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
788,2048 32,19 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
789,2048 36,19 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
790,2048 40,19 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
791,2048 44,19 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
792,2048 48,19 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
793,2048 16,20 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
794,2048 20,20 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
795,2048 24,20 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
796,2048 28,20 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
797,2048 32,20 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
798,2048 36,20 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
799,2048 40,20 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
800,2048 44,20 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
801,2048 48,20 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
802,2048 16,21 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
803,2048 20,21 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
804,2048 24,21 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
805,2048 28,21 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
806,2048 32,21 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
807,2048 36,21 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
808,2048 40,21 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
809,2048 44,21 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
810,2048 48,21 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
811,2048 16,22 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
812,2048 20,22 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
813,2048 24,22 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
814,2048 28,22 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
815,2048 32,22 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
816,2048 36,22 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
817,2048 40,22 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
818,2048 44,22 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
819,2048 48,22 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
820,2048 16,23 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
821,2048 20,23 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
822,2048 24,23 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
823,2048 28,23 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
824,2048 32,23 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
825,2048 36,23 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
826,2048 40,23 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
827,2048 44,23 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
828,2048 48,23 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
829,2048 16,24 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
830,2048 20,24 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
831,2048 24,24 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
832,2048 28,24 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
833,2048 32,24 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
834,2048 36,24 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
835,2048 40,24 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
836,2048 44,24 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
837,2048 48,24 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
838,2048 16,25 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
839,2048 20,25 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
840,2048 24,25 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
841,2048 28,25 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
842,2048 32,25 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
843,2048 36,25 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
844,2048 40,25 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
845,2048 44,25 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
846,2048 48,25 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
847,2048 16,26 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
848,2048 20,26 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
849,2048 24,26 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
850,2048 28,26 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
851,2048 32,26 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
852,2048 36,26 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
853,2048 40,26 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
854,2048 44,26 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
855,2048 48,26 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
856,2048 16,27 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
857,2048 20,27 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
858,2048 24,27 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
859,2048 28,27 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
860,2048 32,27 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
861,2048 36,27 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
862,2048 40,27 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
863,2048 44,27 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
864,2048 48,27 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
865,2048 16,28 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
866,2048 20,28 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
867,2048 24,28 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
868,2048 28,28 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
869,2048 32,28 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
870,2048 36,28 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
871,2048 40,28 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
872,2048 44,28 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
873,2048 48,28 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
874,2048 16,29 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
875,2048 20,29 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
876,2048 24,29 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
877,2048 28,29 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
878,2048 32,29 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
879,2048 36,29 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
880,2048 40,29 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
881,2048 44,29 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
882,2048 48,29 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
883,2048 16,30 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
884,2048 20,30 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
885,2048 24,30 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
886,2048 28,30 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
887,2048 32,30 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
888,2048 36,30 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
889,2048 40,30 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
890,2048 44,30 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
891,2048 48,30 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
892,2048 16,31 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
893,2048 20,31 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
894,2048 24,31 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
895,2048 28,31 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
896,2048 32,31 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
897,2048 36,31 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
898,2048 40,31 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
899,2048 44,31 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
900,2048 48,31 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
901,2048 16,32 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
902,2048 20,32 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
903,2048 24,32 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
904,2048 28,32 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
905,2048 32,32 32,0,8,0.0,482859895490123.8,102665000000000.0,1738368780.209509,fail
906,2048 36,32 28,0,8,0.0,483296104981424.6,115498000000000.0,1738368780.209509,fail
907,2048 40,32 24,0,8,0.0,483877717636492.6,128330000000000.0,1738368780.209509,fail
908,2048 44,32 20,0,8,0.0,484691975353587.56,141163000000000.0,1738368780.209509,fail
909,2048 48,32 16,0,8,0.0,485913361929230.3,153996000000000.0,1738368780.209509,fail
910,2048 16,33 48,0,8,0.0,481842073343755.0,51333400000000.0,1738368780.209509,fail
911,2048 20,33 44,0,8,0.0,482027131915821.9,64166200000000.0,1738368780.209509,fail
912,2048 24,33 40,0,8,0.0,482249202202302.4,76999100000000.0,1738368780.209509,fail
913,2048 28,33 36,0,8,0.0,482520621441334.2,89831900000000.0,1738368780.209509,fail
