,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,858,1024 24,9 40,2,6,199319,13880555,111927,34228780,38536000000000,1378085095
yxp_os,857,1024 20,9 44,7,1,15690936,28558,955234,1273877,32113400000000,1152907792
xp_ws,857,1024 20,9 44,5,3,18979078,3232724,478769,22760131,32113400000000,1269999989
rs,857,1024 20,9 44,7,1,17949539,28558,860223,1273877,32113400000000,1152907792
ykp_os,857,1024 20,9 44,5,3,1189045,3232724,525707,22760131,32113400000000,1269999989
