O,I,F,K,S,T,R,A
96,3,224,11,4,1,2,0
256,96,27,5,1,1,2,0
384,256,13,3,1,1,1,0
384,384,13,3,1,1,1,0
256,384,13,3,1,1,2,0
1024,256,1,6,1,1,2,0
1024,1024,1,1,1,0,1,1
2,1024,1,1,1,0,1,2
