,DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA latency,RRAM latency,DLA energy,RRAM energy,DLA area,RRAM area
kcp_ws,732,1024 24,7 40,27,26,1757811,169636123,789144,355592181,38536000000000,1158040628
yxp_os,288,512 48,9 16,34,19,11640000,54355421,4680228,216079328,38609600000000,2026571099
xp_ws,288,512 48,9 16,36,17,69657600,23232090,5033030,212396078,38609600000000,1930067714
rs,634,896 28,9 36,36,17,23284850,23232090,2950350,212396078,39349500000000,1930067714
ykp_os,634,896 28,9 36,36,17,4516800,23232090,3359918,212396078,39349500000000,1930067714
