latency,area,power,energy,DSE index,layers,"HW (tiles, bw)",restraint
196969606.1847773,2473063101.0817647,1298.883411829428,444698396.9821209,0,55,16 64,pass
67753879.04362908,434429078.01076347,216.7010432157953,69131782.0794435,1,19,4 48,pass
67930065.22544725,434429078.01076347,216.7010432157953,69131782.0794435,2,19,4 44,pass
68141488.6436291,434429078.01076347,216.7010432157953,69131782.0794435,3,19,4 40,pass
68399895.04362908,434429078.01076347,216.7010432157953,69131782.0794435,4,19,4 36,pass
68722903.04362908,434429078.01076347,216.7010432157953,69131782.0794435,5,19,4 32,pass
69138199.04362905,434429078.01076347,216.7010432157953,69131782.0794435,6,19,4 28,pass
69691927.04362908,434429078.01076347,216.7010432157953,69131782.0794435,7,19,4 24,pass
70467146.2436291,434429078.01076347,216.7010432157953,69131782.0794435,8,19,4 20,pass
71629975.04362908,434429078.01076347,216.7010432157953,69131782.0794435,9,19,4 16,pass
73568023.04362908,434429078.01076347,216.7010432157953,69131782.0794435,10,19,4 12,pass
77444119.04362908,434429078.01076347,216.7010432157953,69131782.0794435,11,19,4 8,pass
46820702.43022189,639498772.6392072,335.7482359635581,66259331.62414393,12,20,5 48,pass
47019125.70294915,639498772.6392072,335.7482359635581,66259331.62414393,13,20,5 44,pass
47257233.6302219,639498772.6392072,335.7482359635581,66259331.62414393,14,20,5 40,pass
47548254.43022189,639498772.6392072,335.7482359635581,66259331.62414393,15,20,5 36,pass
47912030.43022189,639498772.6392072,335.7482359635581,66259331.62414393,16,20,5 32,pass
48379742.43022186,639498772.6392072,335.7482359635581,66259331.62414393,17,20,5 28,pass
49003358.43022189,639498772.6392072,335.7482359635581,66259331.62414393,18,20,5 24,pass
49876420.8302219,639498772.6392072,335.7482359635581,66259331.62414393,19,20,5 20,pass
51186014.430221885,639498772.6392072,335.7482359635581,66259331.62414393,20,20,5 16,pass
53368670.430221885,639498772.6392072,335.7482359635581,66259331.62414393,21,20,5 12,pass
57733982.430221885,639498772.6392072,335.7482359635581,66259331.62414393,22,20,5 8,pass
21671172.20659723,892820160.1214026,485.5017711750912,97341915.38623051,23,14,6 48,pass
21808015.842960883,892820160.1214026,485.5017711750912,97341915.38623051,24,14,6 44,pass
21972228.206597246,892820160.1214026,485.5017711750912,97341915.38623051,25,14,6 40,pass
22172932.20659723,892820160.1214026,485.5017711750912,97341915.38623051,26,14,6 36,pass
22423812.20659723,892820160.1214026,485.5017711750912,97341915.38623051,27,14,6 32,pass
22746372.206597213,892820160.1214026,485.5017711750912,97341915.38623051,28,14,6 28,pass
23176452.20659723,892820160.1214026,485.5017711750912,97341915.38623051,29,14,6 24,pass
23778564.20659726,892820160.1214026,485.5017711750912,97341915.38623051,30,14,6 20,pass
24681732.206597228,892820160.1214026,485.5017711750912,97341915.38623051,31,14,6 16,pass
26187012.206597228,892820160.1214026,485.5017711750912,97341915.38623051,32,14,6 12,pass
29197572.206597228,892820160.1214026,485.5017711750912,97341915.38623051,33,14,6 8,pass
61571995.03937282,1242644933.3111007,660.000781597519,105936088.60921958,34,19,7 48,pass
61734496.85755464,1242644933.3111007,660.000781597519,105936088.60921958,35,19,7 44,pass
61929499.03937285,1242644933.3111007,660.000781597519,105936088.60921958,36,19,7 40,pass
62167835.03937282,1242644933.3111007,660.000781597519,105936088.60921958,37,19,7 36,pass
62465755.03937282,1242644933.3111007,660.000781597519,105936088.60921958,38,19,7 32,pass
62848795.0393728,1242644933.3111007,660.000781597519,105936088.60921958,39,19,7 28,pass
63359515.03937282,1242644933.3111007,660.000781597519,105936088.60921958,40,19,7 24,pass
64074523.03937283,1242644933.3111007,660.000781597519,105936088.60921958,41,19,7 20,pass
65147035.03937282,1242644933.3111007,660.000781597519,105936088.60921958,42,19,7 16,pass
66934555.03937282,1242644933.3111007,660.000781597519,105936088.60921958,43,19,7 12,pass
70509595.03937285,1242644933.3111007,660.000781597519,105936088.60921958,44,19,7 8,pass
64484780.64107538,1604532629.7142367,856.8090595502586,168567330.32228947,45,22,8 48,pass
64627611.18652992,1604532629.7142367,856.8090595502586,168567330.32228947,46,22,8 44,pass
64799007.8410754,1604532629.7142367,856.8090595502586,168567330.32228947,47,22,8 40,pass
65008492.64107538,1604532629.7142367,856.8090595502586,168567330.32228947,48,22,8 36,pass
65270348.64107538,1604532629.7142367,856.8090595502586,168567330.32228947,49,22,8 32,pass
65607020.64107534,1604532629.7142367,856.8090595502586,168567330.32228947,50,22,8 28,pass
66055916.64107538,1604532629.7142367,856.8090595502586,168567330.32228947,51,22,8 24,pass
66684371.04107539,1604532629.7142367,856.8090595502586,168567330.32228947,52,22,8 20,pass
67627052.64107539,1604532629.7142367,856.8090595502586,168567330.32228947,53,22,8 16,pass
69198188.64107542,1604532629.7142367,856.8090595502586,168567330.32228947,54,22,8 12,pass
72340460.64107539,1604532629.7142367,856.8090595502586,168567330.32228947,55,22,8 8,pass
89139262.05320577,2050860788.611438,1095.778018071366,250897659.1152568,56,35,9 48,pass
89330843.14411487,2050860788.611438,1095.778018071366,250897659.1152568,57,35,9 44,pass
89560740.4532058,2050860788.611438,1095.778018071366,250897659.1152568,58,35,9 40,pass
89841726.05320577,2050860788.611438,1095.778018071366,250897659.1152568,59,35,9 36,pass
90192958.05320576,2050860788.611438,1095.778018071366,250897659.1152568,60,35,9 32,pass
90644542.05320574,2050860788.611438,1095.778018071366,250897659.1152568,61,35,9 28,pass
91246654.05320576,2050860788.611438,1095.778018071366,250897659.1152568,62,35,9 24,pass
92089610.8532058,2050860788.611438,1095.778018071366,250897659.1152568,63,35,9 20,pass
93354046.05320576,2050860788.611438,1095.778018071366,250897659.1152568,64,35,9 16,pass
95461438.05320576,2050860788.611438,1095.778018071366,250897659.1152568,65,35,9 12,pass
99676222.05320576,2050860788.611438,1095.778018071366,250897659.1152568,66,35,9 8,pass
197289084.1847773,2461000177.8683267,1298.8746488843303,444698127.60385126,67,52,10 48,fail
197496130.0029592,2461000177.8683267,1298.8746488843303,444698127.60385126,68,52,10 44,fail
197744584.9847774,2461000177.8683267,1298.8746488843303,444698127.60385126,69,52,10 40,fail
198048252.1847773,2461000177.8683267,1298.8746488843303,444698127.60385126,70,52,10 36,fail
198427836.1847773,2461000177.8683267,1298.8746488843303,444698127.60385126,71,52,10 32,fail
198915872.7562059,2461000177.8683267,1298.8746488843303,444698127.60385126,72,52,10 28,fail
199566588.1847773,2461000177.8683267,1298.8746488843303,444698127.60385126,73,52,10 24,fail
200477589.7847773,2461000177.8683267,1298.8746488843303,444698127.60385126,74,52,10 20,fail
201844092.1847773,2461000177.8683267,1298.8746488843303,444698127.60385126,75,52,10 16,fail
204121596.1847773,2461000177.8683267,1298.8746488843303,444698127.60385126,76,52,10 12,fail
208676604.1847773,2461000177.8683267,1298.8746488843303,444698127.60385126,77,52,10 8,fail
197289084.1847773,2461000177.8683267,1298.8746488843303,444698127.60385126,78,52,11 48,fail
