latency,energy,area,power,DSE index,layers,"HW (pes, bw)",restraint
93699803.09504,8711090.707,102762000000000.0,807605018.8679246,0,53,1024 64,pass
77332250.62655999,7216125.387000001,6459620000000.0,50766483.333333336,1,36,256 16,pass
77332250.62655999,7216125.387000001,8074520000000.0,63457983.333333336,2,36,256 20,pass
77332250.62655999,7216125.387000001,9689420000000.0,76149500.0,3,36,256 24,pass
77332250.62655999,7216125.387000001,11304300000000.0,88841000.0,4,36,256 28,pass
77332250.62655999,7216125.387000001,12919200000000.0,101532833.33333331,5,36,256 32,pass
77332250.62655999,7216125.387000001,14534100000000.0,114224000.0,6,36,256 36,pass
77332250.62655999,7216125.387000001,16149000000000.0,126916000.0,7,36,256 40,pass
77332250.62655999,7216125.387000001,17763900000000.0,139607000.0,8,36,256 44,pass
77332250.62655999,7216125.387000001,19378800000000.0,152299000.0,9,36,256 48,pass
77332250.62655999,7216125.387000001,20993700000000.0,164990000.0,10,36,256 52,pass
77332250.62655999,7216125.387000001,22608600000000.0,177682000.0,11,36,256 56,pass
64358324.71295999,6005743.847000001,6459620000000.0,50766468.42105264,12,38,256 16,pass
64358324.71295999,6005743.847000001,8074520000000.0,63457968.42105264,13,38,256 20,pass
64358324.71295999,6005743.847000001,9689420000000.0,76149500.0,14,38,256 24,pass
64358324.71295999,6005743.847000001,11304300000000.0,88841000.0,15,38,256 28,pass
64358324.71295999,6005743.847000001,12919200000000.0,101532684.21052632,16,38,256 32,pass
64358324.71295999,6005743.847000001,14534100000000.0,114224000.0,17,38,256 36,pass
64358324.71295999,6005743.847000001,16149000000000.0,126916000.0,18,38,256 40,pass
64358324.71295999,6005743.847000001,17763900000000.0,139607000.0,19,38,256 44,pass
64358324.71295999,6005743.847000001,19378800000000.0,152299000.0,20,38,256 48,pass
64358324.71295999,6005743.847000001,20993700000000.0,164990000.0,21,38,256 52,pass
64358324.71295999,6005743.847000001,22608600000000.0,177682000.0,22,38,256 56,pass
57997738.69312,6025249.867000001,6459620000000.0,50766471.42857143,23,35,256 16,pass
57997738.69312,6025249.867000001,8074520000000.0,63457971.42857143,24,35,256 20,pass
57997738.69312,6025249.867000001,9689420000000.0,76149500.0,25,35,256 24,pass
57997738.69312,6025249.867000001,11304300000000.0,88841000.0,26,35,256 28,pass
57997738.69312,6025249.867000001,12919200000000.0,101532714.28571428,27,35,256 32,pass
57997738.69312,6025249.867000001,14534100000000.0,114224000.0,28,35,256 36,pass
57997738.69312,6025249.867000001,16149000000000.0,126916000.0,29,35,256 40,pass
57997738.69312,6025249.867000001,17763900000000.0,139607000.0,30,35,256 44,pass
57997738.69312,6025249.867000001,19378800000000.0,152299000.0,31,35,256 48,pass
57997738.69312,6025249.867000001,20993700000000.0,164990000.0,32,35,256 52,pass
57997738.69312,6025249.867000001,22608600000000.0,177682000.0,33,35,256 56,pass
54515996.1088,6180394.087000001,6459620000000.0,50766465.78947368,34,38,256 16,pass
54515996.1088,6180394.087000001,8074520000000.0,63457965.78947368,35,38,256 20,pass
54515996.1088,6180394.087000001,9689420000000.0,76149500.0,36,38,256 24,pass
54515996.1088,6180394.087000001,11304300000000.0,88841000.0,37,38,256 28,pass
54515996.1088,6180394.087000001,12919200000000.0,101532657.89473684,38,38,256 32,pass
54515996.1088,6180394.087000001,14534100000000.0,114224000.0,39,38,256 36,pass
54515996.1088,6180394.087000001,16149000000000.0,126916000.0,40,38,256 40,pass
54515996.1088,6180394.087000001,17763900000000.0,139607000.0,41,38,256 44,pass
54515996.1088,6180394.087000001,19378800000000.0,152299000.0,42,38,256 48,pass
54515996.1088,6180394.087000001,20993700000000.0,164990000.0,43,38,256 52,pass
54515996.1088,6180394.087000001,22608600000000.0,177682000.0,44,38,256 56,pass
42018592.40703999,5558251.647000001,6459620000000.0,50766457.89473684,45,38,256 16,pass
42018592.40703999,5558251.647000001,8074520000000.0,63457957.89473684,46,38,256 20,pass
42018592.40703999,5558251.647000001,9689420000000.0,76149500.0,47,38,256 24,pass
42018592.40703999,5558251.647000001,11304300000000.0,88841000.0,48,38,256 28,pass
42018592.40703999,5558251.647000001,12919200000000.0,101532578.94736844,49,38,256 32,pass
42018592.40703999,5558251.647000001,14534100000000.0,114224000.0,50,38,256 36,pass
42018592.40703999,5558251.647000001,16149000000000.0,126916000.0,51,38,256 40,pass
42018592.40703999,5558251.647000001,17763900000000.0,139607000.0,52,38,256 44,pass
42018592.40703999,5558251.647000001,19378800000000.0,152299000.0,53,38,256 48,pass
42018592.40703999,5558251.647000001,20993700000000.0,164990000.0,54,38,256 52,pass
42018592.40703999,5558251.647000001,22608600000000.0,177682000.0,55,38,256 56,pass
23230167.97184,4022804.242,6459620000000.0,50766475.0,56,20,256 16,pass
23230167.97184,4022804.242,8074520000000.0,63457975.0,57,20,256 20,pass
